	ORF	Metabolite
0	YHR137W	keto-phenylpyruvate
0	YHR137W	L-phenylalanine
0	YHR137W	pyruvate
0	YHR137W	L-tyrosine
0	YHR137W	3-(4-hydroxyphenyl)pyruvate
0	YHR137W	indole-3-pyruvate
0	YHR137W	L-tryptophan
0	YHR137W	methional
0	YHR137W	carbon dioxide
0	YHR137W	H+
0	YHR144C	ammonium
0	YHR144C	dUMP
0	YHR144C	H+
0	YHR144C	dCMP
0	YHR144C	H2O
0	YHR144C	dUTP
0	YHR144C	dCTP
0	YHR162W	pyruvate
0	YHR162W	H+
0	YHR163W	6-phospho-D-gluconate
0	YHR163W	H+
0	YHR163W	6-O-phosphono-D-glucono-1,5-lactone
0	YHR163W	H2O
0	YHR174W	phosphoenolpyruvate
0	YHR174W	H2O
0	YHR174W	2-phospho-D-glyceric acid
0	YHR183W	D-ribulose 5-phosphate
0	YHR183W	carbon dioxide
0	YHR183W	NADPH
0	YHR183W	6-phospho-D-gluconate
0	YHR183W	NADP(+)
0	YHR190W	NADP(+)
0	YHR190W	squalene
0	YHR190W	diphosphate
0	YHR190W	farnesyl diphosphate
0	YHR190W	NADPH
0	YHR190W	H+
0	YHR201C	phosphate
0	YHR201C	H+
0	YHR201C	H2O
0	YHR201C	polyphosphate
0	YHR201C	diphosphate
0	YHR201C	triphosphate
0	YHR208W	4-methyl-2-oxopentanoate
0	YHR208W	carbon dioxide
0	YHR208W	(2S)-2-isopropyl-3-oxosuccinate
0	YHR208W	H+
0	YHR208W	L-glutamate
0	YHR208W	(S)-3-methyl-2-oxopentanoate
0	YHR208W	L-isoleucine
0	YHR208W	2-oxoglutarate
0	YHR208W	L-methionine
0	YHR208W	4-methylthio-2-oxobutanoate
0	YHR208W	3-methyl-2-oxobutanoate
0	YHR208W	L-valine
0	YHR208W	L-leucine
0	YHR215W	phosphate
0	YHR215W	riboflavin
0	YHR215W	H2O
0	YHR215W	FMN
0	YHR216W	NADH
0	YHR216W	H+
0	YHR216W	xanthosine-5-phosphate
0	YHR216W	NAD
0	YHR216W	IMP
0	YHR216W	H2O
0	YIL002C	H+
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)
0	YIL002C	phosphate
0	YIL002C	H2O
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)
0	YIL002C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)
0	YIL006W	NAD
0	YIL006W	dGMP
0	YIL006W	AMP
0	YIL006W	dAMP
0	YIL009W	AMP
0	YIL009W	trans-2,cis-9-octadecadienoyl-CoA
0	YIL009W	diphosphate
0	YIL009W	ATP
0	YIL009W	coenzyme A
0	YIL009W	(9Z,12Z)-octadecadienoate
0	YIL009W	hexacosanoyl-CoA
0	YIL009W	cerotic acid
0	YIL009W	icosanoyl-CoA
0	YIL009W	arachidate
0	YIL009W	tetracosanoyl-CoA
0	YIL009W	lignoceric acid
0	YIL009W	docosanoyl-CoA
0	YIL009W	behenate
0	YIL009W	propionyl-CoA
0	YIL009W	propionate
0	YIL010W	H2O
0	YIL010W	TRX1 disulphide
0	YIL010W	H+
0	YIL010W	TRX1
0	YIL010W	hydrogen peroxide
0	YIL013C	fecosterol
0	YIL013C	lanosterol
0	YIL013C	zymosterol
0	YIL013C	ergosterol
0	YIL013C	episterol
0	YIL020C	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
0	YIL020C	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide
0	YIL023C	Zn(2+)
0	YIL043C	H+
0	YIL043C	NAD
0	YIL043C	Ferrocytochrome b5
0	YIL043C	Ferricytochrome b5
0	YIL043C	NADH
0	YIL048W	phosphatidyl-L-serine (1-18:0, 2-18:1)
0	YIL048W	phosphatidyl-L-serine (1-16:1, 2-16:1)
0	YIL048W	phosphatidyl-L-serine (1-18:1, 2-18:1)
0	YIL048W	phosphatidyl-L-serine (1-18:0, 2-16:1)
0	YIL048W	phosphatidyl-L-serine (1-18:1, 2-16:1)
0	YIL048W	phosphatidyl-L-serine (1-16:1, 2-18:1)
0	YIL048W	phosphatidyl-L-serine (1-16:0, 2-16:1)
0	YIL048W	phosphatidyl-L-serine (1-16:0, 2-18:1)
0	YIL053W	phosphate
0	YIL053W	glycerol
0	YIL053W	glycerol 3-phosphate
0	YIL053W	H2O
0	YIL053W	glycerol 1-phosphate
0	YIL066C	H2O
0	YIL066C	dGDP
0	YIL066C	TRX1 disulphide
0	YIL066C	GDP
0	YIL066C	TRX1
0	YIL066C	H+
0	YIL066C	dADP
0	YIL066C	ADP
0	YIL066C	dCDP
0	YIL066C	CDP
0	YIL074C	3-phospho-hydroxypyruvate
0	YIL074C	H+
0	YIL074C	NADH
0	YIL074C	3-phosphonato-D-glycerate(3-)
0	YIL074C	NAD
0	YIL074C	2-oxoglutarate
0	YIL074C	2-hydroxyglutarate
0	YIL078W	Thr-tRNA(Thr)
0	YIL078W	AMP
0	YIL078W	diphosphate
0	YIL078W	ATP
0	YIL078W	L-threonine
0	YIL078W	tRNA(Thr)
0	YIL083C	diphosphate
0	YIL083C	H+
0	YIL083C	CMP
0	YIL083C	N-[(R)-4-phosphonopantothenoyl]-L-cysteine
0	YIL083C	(R)-4'-phosphopantothenic acid
0	YIL083C	CTP
0	YIL083C	L-cysteine
0	YIL094C	carbon dioxide
0	YIL094C	NADH
0	YIL094C	2-oxoadipic acid
0	YIL094C	homoisocitrate
0	YIL094C	NAD
0	YIL099W	D-glucose
0	YIL099W	H2O
0	YIL099W	glycogen
0	YIL107C	H+
0	YIL107C	beta-D-fructose 2,6-bisphosphate
0	YIL107C	ADP
0	YIL107C	D-fructose 6-phosphate
0	YIL107C	ATP
0	YIL111W	H2O
0	YIL111W	H+
0	YIL111W	ferricytochrome c
0	YIL111W	oxygen
0	YIL111W	ferrocytochrome c
0	YIL116W	L-histidinol phosphate
0	YIL116W	2-oxoglutarate
0	YIL116W	L-glutamate
0	YIL116W	3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate
0	YIL124W	NADP(+)
0	YIL124W	1-acyl-sn-glycerol 3-phosphate (16:1)
0	YIL124W	NADPH
0	YIL124W	acylglycerone phosphate (16:1)
0	YIL124W	H+
0	YIL124W	1-acyl-sn-glycerol 3-phosphate (16:0)
0	YIL124W	acylglycerone phosphate (16:0)
0	YIL124W	1-acyl-sn-glycerol 3-phosphate (18:1)
0	YIL124W	acylglycerone phosphate (18:1)
0	YIL124W	1-acyl-sn-glycerol 3-phosphate (18:0)
0	YIL124W	acylglycerone phosphate (18:0)
0	YIL125W	succinyl-CoA
0	YIL125W	dihydrolipoamide
0	YIL125W	S(8)-succinyldihydrolipoamide
0	YIL125W	coenzyme A
0	YIL125W	lipoamide
0	YIL125W	NADH
0	YIL125W	H+
0	YIL125W	NAD
0	YIL125W	carbon dioxide
0	YIL125W	2-oxoglutarate
0	YIL134W	FADH2
0	YIL145C	H+
0	YIL145C	AMP
0	YIL145C	diphosphate
0	YIL145C	(R)-pantothenate
0	YIL145C	ATP
0	YIL145C	beta-alanine
0	YIL145C	(R)-pantoate
0	YIL155C	FADH2
0	YIL155C	dihydroxyacetone phosphate
0	YIL155C	H+
0	YIL155C	FAD
0	YIL155C	glycerol 3-phosphate
0	YIL160C	acetyl-CoA
0	YIL160C	acetoacetyl-CoA
0	YIL160C	coenzyme A
0	YIL160C	cis-dec-3-enoyl-CoA
0	YIL160C	3-oxo-cis-dodec-5-enoyl-CoA
0	YIL160C	cis-hexadec-7-enoyl-CoA
0	YIL160C	3-oxo-cis-octadec-9-enoyl-CoA
0	YIL160C	myristoyl-CoA
0	YIL160C	3-oxopalmitoyl-CoA
0	YIL160C	tetracosanoyl-CoA
0	YIL160C	3-oxohexacosanoyl-CoA
0	YIL160C	icosanoyl-CoA
0	YIL160C	3-oxodocosanoyl-CoA
0	YIL160C	lauroyl-CoA
0	YIL160C	3-oxotetradecanoyl-CoA
0	YIL160C	decanoyl-CoA
0	YIL160C	3-oxolauroyl-CoA
0	YIL160C	hexanoyl-CoA
0	YIL160C	3-oxooctanoyl-CoA
0	YIL160C	stearoyl-CoA
0	YIL160C	3-oxoicosanoyl-CoA
0	YIL160C	cis-dodec-3-enoyl-CoA
0	YIL160C	3-oxo-cis-tetradec-5-enoyl-CoA
0	YIL160C	docosanoyl-CoA
0	YIL160C	3-oxotetracosanoyl-CoA
0	YIL160C	cis-tetradec-7-enoyl-CoA
0	YIL160C	3-oxo-cis-hexadec-9-enoyl-CoA
0	YIL160C	butanoyl-CoA
0	YIL160C	3-oxohexanoyl-CoA
0	YIL160C	octanoyl-CoA
0	YIL160C	3-oxodecanoyl-CoA
0	YIL160C	cis-tetradec-5-enoyl-CoA
0	YIL160C	3-oxo-cis-hexadec-7-enoyl-CoA
0	YIL160C	cis-dodec-5-enoyl-CoA
0	YIL160C	3-oxo-cis-tetradec-7-enoyl-CoA
0	YIL160C	palmitoyl-CoA
0	YIL160C	3-oxooctadecanoyl-CoA
0	YIL162W	D-glucose
0	YIL162W	D-fructose
0	YIL162W	H2O
0	YIL162W	sucrose
0	YIL166C	hydrogen sulfide
0	YIL166C	alkanesulfonate
0	YIL166C	taurocholate
0	YIL172C	D-glucose
0	YIL172C	maltose
0	YIL172C	H2O
0	YIR027C	H+
0	YIR027C	allantoate
0	YIR027C	H2O
0	YIR027C	allantoin
0	YIR028W	allantoin
0	YIR029W	urea
0	YIR029W	ureidoglycolic acid
0	YIR029W	allantoate
0	YIR029W	H2O
0	YIR031C	H+
0	YIR031C	coenzyme A
0	YIR031C	(S)-malate
0	YIR031C	H2O
0	YIR031C	acetyl-CoA
0	YIR031C	glyoxylate
0	YIR032C	ammonium
0	YIR032C	glyoxylate
0	YIR032C	carbon dioxide
0	YIR032C	H2O
0	YIR032C	ureidoglycolic acid
0	YIR032C	H+
0	YIR034C	L-lysine
0	YIR034C	2-oxoglutarate
0	YIR034C	H+
0	YIR034C	NADH
0	YIR034C	NAD
0	YIR034C	L-saccharopine
0	YIR034C	H2O
0	YIR036C	H+
0	YIR036C	NADPH
0	YIR036C	benzil
0	YIR036C	NADP(+)
0	YIR036C	(S)-benzoin
0	YIR037W	glutathione disulfide
0	YIR037W	H2O
0	YIR037W	hydrogen peroxide
0	YIR037W	glutathione
0	YIR038C	HX
0	YIR038C	R-S-glutathione
0	YIR038C	glutathione
0	YIR038C	RX
0	YKL001C	3'-phospho-5'-adenylyl sulfate
0	YKL001C	H+
0	YKL001C	ADP
0	YKL001C	5'-adenylyl sulfate
0	YKL001C	ATP
0	YKL004W	diglyceride (1-16:0, 2-18:1)
0	YKL004W	inositol-P-ceramide B' (C24)
0	YKL004W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
0	YKL004W	ceramide-2' (C24)
0	YKL004W	inositol-P-ceramide A (C24)
0	YKL004W	diglyceride (1-16:1, 2-16:1)
0	YKL004W	ceramide-1 (C24)
0	YKL004W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
0	YKL004W	diglyceride (1-18:0, 2-16:1)
0	YKL004W	inositol-P-ceramide D (C26)
0	YKL004W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
0	YKL004W	ceramide-4 (C26)
0	YKL004W	diglyceride (1-18:0, 2-18:1)
0	YKL004W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
0	YKL004W	diglyceride (1-16:0, 2-16:1)
0	YKL004W	inositol-P-ceramide B (C24)
0	YKL004W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
0	YKL004W	ceramide-2 (C24)
0	YKL004W	diglyceride (1-18:1, 2-16:1)
0	YKL004W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
0	YKL004W	inositol-P-ceramide C (C24)
0	YKL004W	ceramide-3 (C24)
0	YKL004W	inositol-P-ceramide B (C26)
0	YKL004W	ceramide-2 (C26)
0	YKL004W	inositol-P-ceramide D (C24)
0	YKL004W	ceramide-4 (C24)
0	YKL004W	diglyceride (1-18:1, 2-18:1)
0	YKL004W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
0	YKL004W	inositol-P-ceramide B' (C26)
0	YKL004W	ceramide-2' (C26)
0	YKL004W	inositol-P-ceramide C (C26)
0	YKL004W	ceramide-3 (C26)
0	YKL004W	inositol-P-ceramide A (C26)
0	YKL004W	ceramide-1 (C26)
0	YKL004W	diglyceride (1-16:1, 2-18:1)
0	YKL004W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
0	YKL008C	H+
0	YKL008C	coenzyme A
0	YKL008C	ceramide-1 (C24)
0	YKL008C	sphinganine
0	YKL008C	tetracosanoyl-CoA
0	YKL008C	ceramide-2 (C24)
0	YKL008C	phytosphingosine
0	YKL008C	ceramide-1 (C26)
0	YKL008C	hexacosanoyl-CoA
0	YKL008C	ceramide-2 (C26)
0	YKL016C	H+
0	YKL016C	H2O
0	YKL016C	ATP
0	YKL016C	phosphate
0	YKL016C	ADP
0	YKL019W	nonaprenyl 4-hydroxybenzoate
0	YKL019W	diphosphate
0	YKL019W	4-hydroxybenzoate
0	YKL019W	nonaprenyl diphosphate
0	YKL024C	CDP
0	YKL024C	ADP
0	YKL024C	ATP
0	YKL024C	CMP
0	YKL024C	dCDP
0	YKL024C	dCMP
0	YKL024C	dUDP
0	YKL024C	dUMP
0	YKL024C	UDP
0	YKL024C	UMP
0	YKL026C	glutathione disulfide
0	YKL026C	H2O
0	YKL026C	hydrogen peroxide
0	YKL026C	glutathione
0	YKL029C	NADH
0	YKL029C	carbon dioxide
0	YKL029C	pyruvate
0	YKL029C	NAD
0	YKL029C	(S)-malate
0	YKL029C	NADPH
0	YKL029C	NADP(+)
0	YKL035W	UDP-D-glucose
0	YKL035W	diphosphate
0	YKL035W	UTP
0	YKL035W	D-glucose 1-phosphate
0	YKL035W	H+
0	YKL055C	NADP(+)
0	YKL055C	3-hydroxybutanoyl-ACP
0	YKL055C	acetoacetyl-ACP
0	YKL055C	H+
0	YKL055C	NADPH
0	YKL055C	3-hydroxyoctanoyl-ACP
0	YKL055C	3-oxo-octanoyl-ACP
0	YKL055C	3-hydroxyhexanoyl-ACP
0	YKL055C	3-oxo-hexanoyl-ACP
0	YKL060C	D-glyceraldehyde
0	YKL060C	dihydroxyacetone phosphate
0	YKL060C	D-fructose 1-phosphate
0	YKL060C	glyceraldehyde 3-phosphate
0	YKL060C	D-fructose 1,6-bisphosphate
0	YKL060C	D-erythrose 4-phosphate
0	YKL060C	sedoheptulose 1,7-bisphosphate
0	YKL067W	dGTP
0	YKL067W	ADP
0	YKL067W	dGDP
0	YKL067W	ATP
0	YKL067W	GTP
0	YKL067W	GDP
0	YKL067W	dATP
0	YKL067W	dADP
0	YKL067W	dCTP
0	YKL067W	dCDP
0	YKL067W	CTP
0	YKL067W	CDP
0	YKL067W	UTP
0	YKL067W	UDP
0	YKL067W	dITP
0	YKL067W	dIDP
0	YKL067W	ITP
0	YKL067W	IDP
0	YKL067W	dUTP
0	YKL067W	dUDP
0	YKL067W	dTTP
0	YKL067W	dTDP
0	YKL069W	L-Methionine S-oxide
0	YKL069W	H+
0	YKL069W	TRX1
0	YKL069W	H2O
0	YKL069W	L-methionine
0	YKL069W	TRX1 disulphide
0	YKL080W	H+
0	YKL080W	phosphate
0	YKL080W	ADP
0	YKL080W	H2O
0	YKL080W	ATP
0	YKL085W	NADH
0	YKL085W	H+
0	YKL085W	oxaloacetate
0	YKL085W	(S)-malate
0	YKL085W	NAD
0	YKL087C	Apocytochrome c
0	YKL087C	ferroheme b
0	YKL087C	Cytochrome c
0	YKL088W	carbon dioxide
0	YKL088W	pantetheine 4'-phosphate
0	YKL088W	N-[(R)-4-phosphonopantothenoyl]-L-cysteine
0	YKL088W	H+
0	YKL094W	glycerol
0	YKL094W	oleate
0	YKL094W	H+
0	YKL094W	1-monoglyceride (18:1)
0	YKL094W	H2O
0	YKL094W	palmitoleate
0	YKL094W	1-monoglyceride (16:1)
0	YKL094W	palmitate
0	YKL094W	1-monoglyceride (16:0)
0	YKL094W	stearate
0	YKL094W	1-monoglyceride (18:0)
0	YKL103C	L-leucine
0	YKL103C	L-alanine
0	YKL103C	Ala-Leu
0	YKL103C	H2O
0	YKL103C	L-glycine
0	YKL103C	Ala-Gly
0	YKL104C	L-glutamate
0	YKL104C	alpha-D-glucosamine 6-phosphate
0	YKL104C	L-glutamine
0	YKL104C	D-fructose 6-phosphate
0	YKL106W	4-hydroxy-2-oxoglutarate
0	YKL106W	L-glutamate
0	YKL106W	erythro-4-hydroxy-L-glutamic acid
0	YKL106W	2-oxoglutarate
0	YKL106W	L-aspartate
0	YKL106W	oxaloacetate
0	YKL120W	H+
0	YKL120W	oxaloacetate
0	YKL120W	2-isopropylmalate
0	YKL127W	ribose-5-phosphate
0	YKL127W	alpha-D-ribose 1-phosphate(2-)
0	YKL127W	D-glucose 1-phosphate
0	YKL127W	D-glucose 6-phosphate
0	YKL132C	phosphate
0	YKL132C	5,6,7,8-tetrahydrofolyl-L-glutamic acid
0	YKL132C	ADP
0	YKL132C	H+
0	YKL132C	L-glutamate
0	YKL132C	THF
0	YKL132C	ATP
0	YKL140W	oleate
0	YKL140W	H+
0	YKL140W	ergosterol
0	YKL140W	H2O
0	YKL140W	ergosteryl oleate
0	YKL140W	palmitoleate
0	YKL140W	ergosteryl palmitoleate
0	YKL141W	fumarate
0	YKL141W	ubiquinol-6
0	YKL141W	ubiquinone-6
0	YKL141W	succinate
0	YKL146W	H+
0	YKL146W	L-glutamine
0	YKL146W	L-isoleucine
0	YKL146W	L-tyrosine
0	YKL146W	L-asparagine
0	YKL146W	L-leucine
0	YKL148C	fumarate
0	YKL148C	ubiquinol-6
0	YKL148C	ubiquinone-6
0	YKL148C	succinate
0	YKL150W	H+
0	YKL150W	NAD
0	YKL150W	Ferrocytochrome b5
0	YKL150W	Ferricytochrome b5
0	YKL150W	NADH
0	YKL152C	H+
0	YKL152C	2,3-bisphospho-D-glyceric acid
0	YKL152C	1,3-bisphospho-D-glycerate
0	YKL152C	2-phospho-D-glyceric acid
0	YKL152C	3-phosphonato-D-glycerate(3-)
0	YKL165C	6-O-{2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol
0	YKL165C	phosphatidylethanolamine backbone
0	YKL165C	6-O-[alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol
0	YKL174C	spermidine
0	YKL174C	putrescine
0	YKL181W	H+
0	YKL181W	PRPP
0	YKL181W	AMP
0	YKL181W	ribose-5-phosphate
0	YKL181W	ATP
0	YKL182W	carbon dioxide
0	YKL182W	NADP(+)
0	YKL182W	palmitoyl-CoA
0	YKL182W	coenzyme A
0	YKL182W	H2O
0	YKL182W	acetyl-CoA
0	YKL182W	malonyl-CoA
0	YKL182W	H+
0	YKL182W	NADPH
0	YKL182W	stearoyl-CoA
0	YKL184W	putrescine
0	YKL184W	carbon dioxide
0	YKL184W	ornithine
0	YKL184W	H+
0	YKL188C	phosphate
0	YKL188C	stearoyl-CoA
0	YKL188C	H+
0	YKL188C	ADP
0	YKL188C	H2O
0	YKL188C	ATP
0	YKL188C	oleate
0	YKL188C	lauroyl-CoA
0	YKL188C	myristate
0	YKL188C	palmitoyl-CoA
0	YKL188C	tetracosanoyl-CoA
0	YKL188C	laurate
0	YKL188C	icosanoyl-CoA
0	YKL188C	docosanoyl-CoA
0	YKL188C	hexacosanoyl-CoA
0	YKL188C	palmitoleoyl-CoA(4-)
0	YKL188C	palmitate
0	YKL188C	myristoyl-CoA
0	YKL188C	stearate
0	YKL188C	oleoyl-CoA
0	YKL192C	coenzyme A
0	YKL192C	acetyl-ACP
0	YKL192C	acetyl-CoA
0	YKL192C	ACP1
0	YKL192C	3-oxo-octanoyl-ACP
0	YKL192C	carbon dioxide
0	YKL192C	H+
0	YKL192C	hexanoyl-ACP
0	YKL192C	carboxyacetyl-ACP
0	YKL192C	acetoacetyl-ACP
0	YKL192C	malonyl-CoA
0	YKL192C	3-oxo-hexanoyl-ACP
0	YKL192C	butanoyl-ACP
0	YKL194C	AMP
0	YKL194C	diphosphate
0	YKL194C	Thr-tRNA(Thr)
0	YKL194C	ATP
0	YKL194C	L-threonine
0	YKL194C	tRNA(Thr)
0	YKL211C	H2O
0	YKL211C	carbon dioxide
0	YKL211C	1-C-(indol-3-yl)glycerol 3-phosphate
0	YKL211C	H+
0	YKL211C	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
0	YKL211C	L-glutamate
0	YKL211C	pyruvate
0	YKL211C	anthranilate
0	YKL211C	L-glutamine
0	YKL211C	chorismate
0	YKL212W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
0	YKL212W	phosphate
0	YKL212W	H+
0	YKL212W	H2O
0	YKL212W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)
0	YKL212W	carbon dioxide
0	YKL212W	coenzyme A
0	YKL212W	3-ketosphinganine
0	YKL212W	palmitoyl-CoA
0	YKL212W	L-serine
0	YKL212W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)
0	YKL212W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)
0	YKL215C	ADP
0	YKL215C	phosphate
0	YKL215C	H+
0	YKL215C	L-glutamate
0	YKL215C	ATP
0	YKL215C	H2O
0	YKL215C	5-oxo-L-proline
0	YKL216W	succinate
0	YKL216W	orotate
0	YKL216W	fumarate
0	YKL216W	(S)-dihydroorotate
0	YKL217W	(S)-lactate
0	YKL217W	H+
0	YKL217W	pyruvate
0	YKL217W	(R)-lactate
0	YKL217W	2-oxobutanoate
0	YKL217W	(R)-mevalonate
0	YKL217W	ethyl propionate
0	YKL218C	ammonium
0	YKL218C	oxaloacetate
0	YKL218C	Threo-3-hydroxy-L-aspartate
0	YKL220C	H+
0	YKL220C	NADP(+)
0	YKL220C	iron(2+)
0	YKL220C	NADPH
0	YKL220C	iron(3+)
0	YKR009C	(R)-3-hydroxy-cis-tetradec-7-enoyl-CoA
0	YKR009C	H2O
0	YKR009C	trans-2,cis-7-tetradecadienoyl-CoA
0	YKR009C	(R)-3-hydroxy-cis-hexadec-9-enoyl-CoA
0	YKR009C	trans-2,cis-9-hexadecadienoyl-CoA
0	YKR009C	(R)-3-hydroxydocosanoyl-CoA
0	YKR009C	trans-docos-2-enoyl-CoA
0	YKR009C	H+
0	YKR009C	3-oxo-cis-dodec-5-enoyl-CoA
0	YKR009C	NADH
0	YKR009C	(R)-3-hydroxy-cis-dodec-5-enoyl-CoA
0	YKR009C	NAD
0	YKR009C	trans-2,cis-5-dodecadienoyl-CoA
0	YKR009C	3-oxo-cis-octadec-9-enoyl-CoA
0	YKR009C	(R)-3-hydroxy-cis-octadec-9-enoyl-CoA
0	YKR009C	3-oxooctadecanoyl-CoA
0	YKR009C	3-hydroxyoctadecanoyl-CoA
0	YKR009C	3-oxodocosanoyl-CoA
0	YKR009C	(R)-3-hydroxy-cis-hexadec-7-enoyl-CoA
0	YKR009C	trans-2,cis-7-hexadecadienoyl-CoA
0	YKR009C	trans-octadec-2-enoyl-CoA
0	YKR009C	3-oxodecanoyl-CoA
0	YKR009C	(R)-3-hydroxydecanoyl-CoA
0	YKR009C	3-oxooctanoyl-CoA
0	YKR009C	(R)-3-hydroxyoctanoyl-CoA
0	YKR009C	acetoacetyl-CoA
0	YKR009C	(R)-3-hydroxybutanoyl-CoA
0	YKR009C	(R)-3-hydroxyhexanoyl-CoA
0	YKR009C	trans-hex-2-enoyl-CoA
0	YKR009C	3-oxoicosanoyl-CoA
0	YKR009C	(R)-3-hydroxyicosanoyl-CoA
0	YKR009C	3-oxolauroyl-CoA
0	YKR009C	(R)-3-hydroxylauroyl-CoA
0	YKR009C	trans-icos-2-enoyl-CoA
0	YKR009C	trans-oct-2-enoyl-CoA
0	YKR009C	(R)-3-hydroxy-cis-tetradec-5-enoyl-CoA
0	YKR009C	trans-2,cis-5-tetradecadienoyl-CoA
0	YKR009C	(S)-3-hydroxytetradecanoyl-CoA
0	YKR009C	trans-tetradec-2-enoyl-CoA
0	YKR009C	(S)-3-hydroxyhexacosanoyl-CoA
0	YKR009C	trans-hexacos-2-enoyl-CoA
