	ORF	Metabolite
0	YNR008W	triglyceride (1-16:1, 2-18:1, 3-16:1)
0	YNR008W	phosphatidylcholine (1-16:0, 2-16:1)
0	YNR008W	phosphatidylcholine (1-18:0, 2-18:1)
0	YNR008W	triglyceride (1-16:0, 2-16:1, 3-16:1)
0	YNR008W	phosphatidylethanolamine (1-18:0, 2-16:1)
0	YNR008W	phosphatidylethanolamine (1-16:1, 2-16:1)
0	YNR008W	phosphatidylethanolamine (1-18:1, 2-16:1)
0	YNR012W	GDP
0	YNR012W	UMP
0	YNR012W	H+
0	YNR012W	GTP
0	YNR012W	uridine
0	YNR012W	CMP
0	YNR012W	cytidine
0	YNR012W	ADP
0	YNR012W	ATP
0	YNR013C	phosphate
0	YNR013C	H+
0	YNR016C	malonyl-CoA
0	YNR016C	H+
0	YNR016C	ADP
0	YNR016C	phosphate
0	YNR016C	acetyl-CoA
0	YNR016C	bicarbonate
0	YNR016C	ATP
0	YNR019W	coenzyme A
0	YNR019W	triglyceride (1-16:1, 2-16:1, 3-16:1)
0	YNR019W	palmitoleoyl-CoA(4-)
0	YNR019W	diglyceride (1-16:1, 2-16:1)
0	YNR019W	triglyceride (1-16:0, 2-16:1, 3-16:1)
0	YNR019W	diglyceride (1-16:0, 2-16:1)
0	YNR019W	triglyceride (1-16:0, 2-18:1, 3-16:1)
0	YNR019W	diglyceride (1-16:0, 2-18:1)
0	YNR019W	triglyceride (1-18:1, 2-18:1, 3-18:0)
0	YNR019W	diglyceride (1-18:1, 2-18:1)
0	YNR019W	stearoyl-CoA
0	YNR019W	triglyceride (1-18:0, 2-16:1, 3-16:1)
0	YNR019W	diglyceride (1-18:0, 2-16:1)
0	YNR019W	triglyceride (1-18:1, 2-18:1, 3-16:1)
0	YNR019W	triglyceride (1-18:1, 2-16:1, 3-16:0)
0	YNR019W	diglyceride (1-18:1, 2-16:1)
0	YNR019W	palmitoyl-CoA
0	YNR019W	triglyceride (1-18:1, 2-16:1, 3-16:1)
0	YNR019W	triglyceride (1-16:0, 2-16:1, 3-16:0)
0	YNR019W	triglyceride (1-16:0, 2-18:1, 3-18:0)
0	YNR019W	triglyceride (1-16:1, 2-16:1, 3-16:0)
0	YNR019W	triglyceride (1-16:1, 2-18:1, 3-18:1)
0	YNR019W	oleoyl-CoA
0	YNR019W	diglyceride (1-16:1, 2-18:1)
0	YNR019W	triglyceride (1-16:0, 2-16:1, 3-18:1)
0	YNR019W	triglyceride (1-18:0, 2-16:1, 3-18:1)
0	YNR019W	triglyceride (1-16:1, 2-18:1, 3-16:0)
0	YNR019W	triglyceride (1-16:0, 2-18:1, 3-16:0)
0	YNR019W	triglyceride (1-16:1, 2-16:1, 3-18:1)
0	YNR019W	triglyceride (1-16:1, 2-16:1, 3-18:0)
0	YNR019W	triglyceride (1-18:1, 2-18:1, 3-16:0)
0	YNR019W	triglyceride (1-18:0, 2-18:1, 3-18:0)
0	YNR019W	diglyceride (1-18:0, 2-18:1)
0	YNR019W	triglyceride (1-18:0, 2-18:1, 3-18:1)
0	YNR019W	triglyceride (1-16:1, 2-18:1, 3-18:0)
0	YNR019W	triglyceride (1-18:1, 2-16:1, 3-18:0)
0	YNR019W	triglyceride (1-16:0, 2-18:1, 3-18:1)
0	YNR019W	triglyceride (1-16:0, 2-16:1, 3-18:0)
0	YNR019W	triglyceride (1-16:1, 2-18:1, 3-16:1)
0	YNR019W	triglyceride (1-18:0, 2-16:1, 3-16:0)
0	YNR019W	triglyceride (1-18:1, 2-18:1, 3-18:1)
0	YNR019W	triglyceride (1-18:0, 2-18:1, 3-16:1)
0	YNR019W	triglyceride (1-18:0, 2-16:1, 3-18:0)
0	YNR019W	triglyceride (1-18:0, 2-18:1, 3-16:0)
0	YNR019W	ergosteryl palmitoleate
0	YNR019W	ergosterol
0	YNR019W	ergosteryl oleate
0	YNR019W	triglyceride (1-18:1, 2-16:1, 3-18:1)
0	YNR027W	pyridoxal 5'-phosphate
0	YNR027W	H+
0	YNR027W	ADP
0	YNR027W	pyridoxal
0	YNR027W	ATP
0	YNR027W	pyridoxamine 5'-phosphate
0	YNR027W	pyridoxamine
0	YNR030W	G10597
0	YNR030W	dolichyl phosphate
0	YNR030W	dolichyl D-mannosyl phosphate
0	YNR030W	G10596
0	YNR033W	4-amino-4-deoxychorismate
0	YNR033W	L-glutamate
0	YNR033W	L-glutamine
0	YNR033W	chorismate
0	YNR041C	3-hexaprenyl-4-hydroxybenzoic acid
0	YNR041C	diphosphate
0	YNR041C	hexaprenyl diphosphate
0	YNR041C	4-hydroxybenzoate
0	YNR043W	carbon dioxide
0	YNR043W	phosphate
0	YNR043W	isopentenyl diphosphate
0	YNR043W	ADP
0	YNR043W	ATP
0	YNR043W	(R)-5-diphosphomevalonic acid
0	YNR050C	H2O
0	YNR050C	NADP(+)
0	YNR050C	L-saccharopine
0	YNR050C	L-glutamate
0	YNR050C	H+
0	YNR050C	L-allysine
0	YNR050C	NADPH
0	YNR056C	8-amino-7-oxononanoate
0	YNR056C	H+
0	YNR057C	dethiobiotin
0	YNR057C	H+
0	YNR057C	phosphate
0	YNR057C	ADP
0	YNR057C	7,8-diaminononanoate
0	YNR057C	ATP
0	YNR057C	carbon dioxide
0	YNR058W	7,8-diaminononanoate
0	YNR058W	S-adenosyl-4-methylthio-2-oxobutanoate
0	YNR058W	S-adenosyl-L-methionine
0	YNR058W	8-amino-7-oxononanoate
0	YNR060W	H+
0	YNR060W	NADP(+)
0	YNR060W	iron(2+)
0	YNR060W	NADPH
0	YNR060W	iron(3+)
0	YNR067C	D-glucose
0	YNR067C	H2O
0	YNR067C	(1->3)-beta-D-glucan
0	YNR072W	D-glucitol
0	YNR072W	H+
0	YNR072W	D-mannose
0	YNR072W	D-glucose
0	YNR072W	L-glucitol
0	YNR072W	D-tagatose
0	YNR072W	D-fructose
0	YNR072W	L-sorbose
0	YNR073C	NADH
0	YNR073C	D-fructose
0	YNR073C	H+
0	YNR073C	Mannitol
0	YNR073C	NAD
0	YOL011W	1-(sn-glycero-3-phospho)-1D-myo-inositol
0	YOL011W	stearate
0	YOL011W	H+
0	YOL011W	H2O
0	YOL011W	1-acylglycerophosphoinositol (18:0)
0	YOL011W	oleate
0	YOL011W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
0	YOL011W	1-acylglycerophosphoserine (18:0)
0	YOL011W	phosphatidyl-L-serine (1-18:0, 2-18:1)
0	YOL011W	1-acylglycerophosphoserine (16:1)
0	YOL011W	phosphatidyl-L-serine (1-16:1, 2-18:1)
0	YOL011W	sn-glycero-3-phosphoserine
0	YOL011W	1-acylglycerophosphoinositol (16:0)
0	YOL011W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
0	YOL011W	1-acylglycerophosphoinositol (18:1)
0	YOL011W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
0	YOL011W	1-acylglycerophosphoserine (16:0)
0	YOL011W	phosphatidyl-L-serine (1-16:0, 2-18:1)
0	YOL011W	palmitate
0	YOL011W	1-acylglycerophosphoinositol (16:1)
0	YOL011W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
0	YOL011W	palmitoleate
0	YOL011W	phosphatidyl-L-serine (1-16:1, 2-16:1)
0	YOL011W	1-acylglycerophosphoserine (18:1)
0	YOL011W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
0	YOL011W	phosphatidyl-L-serine (1-18:1, 2-18:1)
0	YOL011W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
0	YOL011W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
0	YOL011W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
0	YOL011W	phosphatidyl-L-serine (1-18:1, 2-16:1)
0	YOL011W	phosphatidyl-L-serine (1-18:0, 2-16:1)
0	YOL011W	phosphatidyl-L-serine (1-16:0, 2-16:1)
0	YOL020W	H+
0	YOL020W	L-glycine
0	YOL020W	L-tyrosine
0	YOL020W	L-phenylalanine
0	YOL020W	L-tryptophan
0	YOL020W	L-cysteine
0	YOL033W	AMP
0	YOL033W	Glu-tRNA(Glu)
0	YOL033W	diphosphate
0	YOL033W	ATP
0	YOL033W	L-glutamate
0	YOL033W	tRNA(Glu)
0	YOL049W	glutathione
0	YOL049W	ADP
0	YOL049W	H+
0	YOL049W	phosphate
0	YOL049W	L-gamma-glutamyl-L-cysteine
0	YOL049W	L-glycine
0	YOL049W	ATP
0	YOL052C	S-adenosylmethioninamine
0	YOL052C	carbon dioxide
0	YOL052C	S-adenosyl-L-methionine
0	YOL052C	H+
0	YOL055C	4-amino-2-methyl-5-diphosphomethylpyrimidine
0	YOL055C	ADP
0	YOL055C	ATP
0	YOL055C	4-amino-2-methyl-5-phosphomethylpyrimidine
0	YOL055C	H+
0	YOL055C	4-amino-5-hydroxymethyl-2-methylpyrimidine
0	YOL058W	H+
0	YOL058W	diphosphate
0	YOL058W	AMP
0	YOL058W	(N(omega)-L-arginino)succinic acid
0	YOL058W	L-aspartate
0	YOL058W	L-citrulline
0	YOL058W	ATP
0	YOL059W	NAD
0	YOL059W	glycerol 3-phosphate
0	YOL059W	dihydroxyacetone phosphate
0	YOL059W	H+
0	YOL059W	NADH
0	YOL061W	H+
0	YOL061W	PRPP
0	YOL061W	AMP
0	YOL061W	ribose-5-phosphate
0	YOL061W	ATP
0	YOL064C	phosphate
0	YOL064C	AMP
0	YOL064C	H2O
0	YOL064C	adenosine 3',5'-bismonophosphate
0	YOL065C	phosphate
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)
0	YOL065C	H+
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)
0	YOL065C	H2O
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)
0	YOL065C	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)
0	YOL066C	5-amino-6-(5-phosphoribitylamino)uracil
0	YOL066C	ammonium
0	YOL066C	H+
0	YOL066C	2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone
0	YOL066C	H2O
0	YOL068C	ADP-ribose
0	YOL068C	H+
0	YOL068C	nicotinamide
0	YOL068C	H2O
0	YOL068C	NAD
0	YOL075C	ADP
0	YOL075C	phosphate
0	YOL075C	H+
0	YOL075C	sterols
0	YOL075C	ATP
0	YOL075C	H2O
0	YOL086C	NAD
0	YOL086C	2-methylbutanol
0	YOL086C	NADH
0	YOL086C	2-methylbutanal
0	YOL086C	H+
0	YOL086C	isobutanol
0	YOL086C	isobutyraldehyde
0	YOL086C	propanol
0	YOL086C	propanal
0	YOL086C	ethanol
0	YOL086C	acetaldehyde
0	YOL086C	tryptophol
0	YOL086C	indol-3-ylacetaldehyde
0	YOL086C	tyrosol
0	YOL086C	(4-hydroxyphenyl)acetaldehyde
0	YOL086C	methionol
0	YOL086C	methional
0	YOL086C	2-phenylethanol
0	YOL086C	phenylacetaldehyde
0	YOL086C	isoamylol
0	YOL086C	3-methylbutanal
0	YOL092W	H+
0	YOL092W	L-lysine
0	YOL092W	L-arginine
0	YOL092W	L-histidine
0	YOL096C	2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone
0	YOL096C	NAD
0	YOL096C	H2O
0	YOL096C	NADH
0	YOL096C	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone
0	YOL096C	H+
0	YOL096C	oxygen
0	YOL096C	ubiquinol-6
0	YOL096C	S-adenosyl-L-homocysteine
0	YOL096C	S-adenosyl-L-methionine
0	YOL096C	2-hexaprenyl-6-methoxy-1,4-benzoquinone
0	YOL096C	2-hexaprenyl-6-methoxyphenol
0	YOL096C	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid
0	YOL096C	3-hexaprenyl-4,5-dihydroxybenzoic acid
0	YOL097C	diphosphate
0	YOL097C	Trp-tRNA(Trp)
0	YOL097C	AMP
0	YOL097C	ATP
0	YOL097C	tRNA(Trp)
0	YOL097C	L-tryptophan
0	YOL103W	H+
0	YOL103W	myo-inositol
0	YOL122C	H+
0	YOL122C	Cu2(+)
0	YOL122C	Ca(2+)
0	YOL126C	oxaloacetate
0	YOL126C	H+
0	YOL126C	NADH
0	YOL126C	(S)-malate
0	YOL126C	NAD
0	YOL130W	Mg(2+)
0	YOL130W	H+
0	YOL130W	Mn(2+)
0	YOL136C	H+
0	YOL136C	beta-D-fructose 2,6-bisphosphate
0	YOL136C	ADP
0	YOL136C	D-fructose 6-phosphate
0	YOL136C	ATP
0	YOL140W	2-oxoglutarate
0	YOL140W	N(2)-acetyl-L-ornithine
0	YOL140W	L-glutamate
0	YOL140W	2-acetamido-5-oxopentanoate
0	YOL143C	H2O
0	YOL143C	6,7-dimethyl-8-(1-D-ribityl)lumazine
0	YOL143C	H+
0	YOL143C	phosphate
0	YOL143C	5-amino-6-(D-ribitylamino)uracil
0	YOL143C	2-hydroxy-3-oxobutyl phosphate
0	YOL151W	(S)-lactaldehyde
0	YOL151W	NADP(+)
0	YOL151W	methylglyoxal
0	YOL151W	H+
0	YOL151W	NADPH
0	YOL151W	NADH
0	YOL151W	(S)-lactate
0	YOL151W	H2O
0	YOL151W	NAD
0	YOL152W	H+
0	YOL152W	NADP(+)
0	YOL152W	iron(2+)
0	YOL152W	NADPH
0	YOL152W	iron(3+)
0	YOL156W	H+
0	YOL156W	D-galactose
0	YOL156W	D-glucose
0	YOL156W	D-mannose
0	YOL156W	D-tagatose
0	YOL156W	D-fructose
0	YOL156W	L-sorbose
0	YOL157C	D-fructose
0	YOL157C	D-glucose
0	YOL157C	sucrose
0	YOL157C	H2O
0	YOL157C	alpha-D-Glucose
0	YOL157C	Isomaltose
0	YOL157C	Starch
0	YOL157C	Dextrin
0	YOL165C	H+
0	YOL165C	3-chlorobenzaldehyde
0	YOL165C	NADH
0	YOL165C	NAD
0	YOL165C	3-chlorobenzyl alcohol
0	YOL165C	p-cumic aldehyde
0	YOL165C	4-isopropylbenzyl alcohol
0	YOL165C	3-methylbenzaldehyde
0	YOL165C	3-methylbenzyl alcohol
0	YOL165C	benzaldehyde
0	YOL165C	benzyl alcohol
0	YOL165C	3-hydroxybenzaldehyde
0	YOL165C	3-hydroxybenzyl alcohol
0	YOL165C	4-methylbenzaldehyde
0	YOL165C	4-methylbenzyl alcohol
0	YOR002W	dolichyl phosphate
0	YOR002W	G10598
0	YOR002W	G00007
0	YOR002W	Dolichyl beta-D-glucosyl phosphate
0	YOR002W	H+
0	YOR011W	zymosterol
0	YOR011W	ergosterol
0	YOR011W	fecosterol
0	YOR011W	episterol
0	YOR011W	lanosterol
0	YOR025W	ADP-ribose
0	YOR025W	H+
0	YOR025W	nicotinamide
0	YOR025W	H2O
0	YOR025W	NAD
0	YOR040W	glutathione
0	YOR040W	H+
0	YOR040W	(R)-lactate
0	YOR040W	(R)-S-lactoylglutathione
0	YOR040W	H2O
0	YOR054C	carbon dioxide
0	YOR054C	pantetheine 4'-phosphate
0	YOR054C	N-[(R)-4-phosphonopantothenoyl]-L-cysteine
0	YOR054C	H+
0	YOR065W	ubiquinone-6
0	YOR065W	H+
0	YOR065W	ferrocytochrome c
0	YOR065W	ubiquinol-6
0	YOR065W	ferricytochrome c
0	YOR067C	dolichyl phosphate
0	YOR067C	G10599
0	YOR067C	G10598
0	YOR067C	H+
0	YOR067C	Dolichyl beta-D-glucosyl phosphate
0	YOR071C	thiamine
0	YOR071C	H+
0	YOR074C	dTMP
0	YOR074C	dihydrofolic acid
0	YOR074C	5,10-methylenetetrahydrofolate
0	YOR074C	dUMP
0	YOR081C	palmitate
0	YOR081C	H+
0	YOR081C	diglyceride (1-16:1, 2-18:1)
0	YOR081C	H2O
0	YOR081C	triglyceride (1-16:1, 2-18:1, 3-16:0)
0	YOR081C	diglyceride (1-16:0, 2-16:1)
0	YOR081C	oleate
0	YOR081C	triglyceride (1-16:0, 2-16:1, 3-18:1)
0	YOR081C	triglyceride (1-16:1, 2-18:1, 3-18:1)
0	YOR081C	diglyceride (1-18:0, 2-16:1)
0	YOR081C	triglyceride (1-18:0, 2-16:1, 3-16:0)
0	YOR081C	palmitoleate
0	YOR081C	diglyceride (1-16:1, 2-16:1)
0	YOR081C	triglyceride (1-16:1, 2-16:1, 3-16:1)
0	YOR081C	diglyceride (1-18:0, 2-18:1)
0	YOR081C	triglyceride (1-18:0, 2-18:1, 3-16:0)
0	YOR081C	diglyceride (1-18:1, 2-18:1)
0	YOR081C	stearate
0	YOR081C	triglyceride (1-18:1, 2-18:1, 3-18:0)
0	YOR081C	triglyceride (1-18:0, 2-16:1, 3-18:0)
0	YOR081C	triglyceride (1-18:0, 2-16:1, 3-18:1)
0	YOR081C	diglyceride (1-16:0, 2-18:1)
0	YOR081C	triglyceride (1-16:0, 2-18:1, 3-18:1)
0	YOR081C	diglyceride (1-18:1, 2-16:1)
0	YOR081C	triglyceride (1-18:1, 2-16:1, 3-18:0)
0	YOR081C	coenzyme A
0	YOR081C	phosphatidate (1-18:0, 2-18:1)
0	YOR081C	oleoyl-CoA
0	YOR081C	1-acyl-sn-glycerol 3-phosphate (18:0)
0	YOR081C	triglyceride (1-16:0, 2-16:1, 3-16:0)
0	YOR081C	triglyceride (1-16:0, 2-16:1, 3-18:0)
0	YOR081C	triglyceride (1-18:1, 2-16:1, 3-18:1)
0	YOR081C	triglyceride (1-18:1, 2-18:1, 3-16:1)
0	YOR081C	phosphatidate (1-18:1, 2-18:1)
0	YOR081C	1-acyl-sn-glycerol 3-phosphate (18:1)
0	YOR081C	triglyceride (1-16:0, 2-16:1, 3-16:1)
0	YOR081C	triglyceride (1-16:0, 2-18:1, 3-16:1)
0	YOR081C	triglyceride (1-18:0, 2-18:1, 3-18:1)
0	YOR081C	triglyceride (1-16:1, 2-16:1, 3-18:1)
0	YOR081C	triglyceride (1-18:0, 2-18:1, 3-18:0)
0	YOR081C	triglyceride (1-18:1, 2-16:1, 3-16:1)
0	YOR081C	triglyceride (1-18:0, 2-18:1, 3-16:1)
0	YOR081C	triglyceride (1-16:0, 2-18:1, 3-18:0)
0	YOR081C	triglyceride (1-18:0, 2-16:1, 3-16:1)
0	YOR081C	phosphatidate (1-16:0, 2-18:1)
0	YOR081C	1-acyl-sn-glycerol 3-phosphate (16:0)
0	YOR081C	triglyceride (1-18:1, 2-18:1, 3-16:0)
0	YOR081C	triglyceride (1-18:1, 2-18:1, 3-18:1)
0	YOR081C	phosphatidate (1-16:1, 2-18:1)
0	YOR081C	1-acyl-sn-glycerol 3-phosphate (16:1)
0	YOR081C	triglyceride (1-16:1, 2-16:1, 3-16:0)
0	YOR081C	triglyceride (1-16:0, 2-18:1, 3-16:0)
0	YOR081C	triglyceride (1-16:1, 2-16:1, 3-18:0)
0	YOR081C	triglyceride (1-16:1, 2-18:1, 3-16:1)
0	YOR081C	triglyceride (1-16:1, 2-18:1, 3-18:0)
0	YOR081C	triglyceride (1-18:1, 2-16:1, 3-16:0)
0	YOR095C	ribose-5-phosphate
0	YOR095C	D-ribulose 5-phosphate
0	YOR099W	GDP
0	YOR099W	alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
0	YOR099W	GDP-alpha-D-mannose
0	YOR099W	H+
0	YOR099W	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
0	YOR100C	(R)-carnitine
0	YOR100C	O-acetylcarnitine
0	YOR108W	coenzyme A
0	YOR108W	H+
0	YOR108W	2-isopropylmalate
0	YOR108W	acetyl-CoA
0	YOR108W	3-methyl-2-oxobutanoate
0	YOR108W	H2O
0	YOR109W	H+
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)
0	YOR109W	phosphate
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)
0	YOR109W	H2O
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)
0	YOR109W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)
0	YOR120W	H+
0	YOR120W	glycerone
0	YOR120W	NADPH
0	YOR120W	glycerol
0	YOR120W	NADP(+)
0	YOR125C	H+
0	YOR125C	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid
0	YOR125C	S-adenosyl-L-homocysteine
0	YOR125C	S-adenosyl-L-methionine
0	YOR125C	3-hexaprenyl-4,5-dihydroxybenzoic acid
0	YOR125C	2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone
0	YOR125C	NAD
0	YOR125C	H2O
0	YOR125C	NADH
0	YOR125C	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone
0	YOR125C	oxygen
0	YOR125C	2-hexaprenyl-6-methoxy-1,4-benzoquinone
0	YOR125C	ubiquinol-6
0	YOR125C	2-hexaprenyl-6-methoxyphenol
0	YOR126C	acetate
0	YOR126C	isoamylol
0	YOR126C	H+
0	YOR126C	isoamyl acetate
0	YOR126C	H2O
0	YOR126C	ethanol
0	YOR126C	ethyl acetate
0	YOR126C	isobutanol
0	YOR126C	isobutyl acetate
0	YOR128C	H+
0	YOR128C	phosphoribosyl-carboxy-aminoimidazole
0	YOR128C	carbon dioxide
0	YOR128C	5'-phosphoribosyl-5-aminoimidazole
0	YOR130C	ornithine
0	YOR130C	H+
0	YOR136W	NADH
0	YOR136W	carbon dioxide
0	YOR136W	2-oxoglutarate
0	YOR136W	isocitrate
0	YOR136W	NAD
0	YOR142W	phosphate
0	YOR142W	ADP
0	YOR142W	itaconyl-CoA
0	YOR142W	coenzyme A
0	YOR142W	itaconate
0	YOR142W	ATP
0	YOR142W	succinate
0	YOR142W	succinyl-CoA
0	YOR143C	TDP
0	YOR143C	AMP
0	YOR143C	H+
0	YOR143C	thiamine
0	YOR143C	ATP
0	YOR143C	ADP
0	YOR143C	thiamine(1+) triphosphate(4-)
0	YOR149C	G00140
0	YOR149C	dolichyl phosphate
0	YOR149C	H+
0	YOR149C	G00149
0	YOR149C	dolichyl D-mannosyl phosphate
0	YOR155C	phosphate
0	YOR155C	inosine
0	YOR155C	IMP
0	YOR155C	H2O
0	YOR161C	choline
0	YOR163W	myo-inositol hexakisphosphate
0	YOR163W	phosphate
0	YOR163W	H+
0	YOR163W	5-diphospho-1D-myo-inositol pentakisphosphate
0	YOR163W	H2O
0	YOR163W	6-diphospho-1D-myo-inositol pentakisphosphate
0	YOR163W	myo-inositol 1,3,4,5,6-pentakisphosphate
0	YOR163W	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate
0	YOR163W	4-diphospho-1D-myo-inositol pentakisphosphate
0	YOR168W	Gln-tRNA(Gln)
0	YOR168W	AMP
0	YOR168W	diphosphate
0	YOR168W	L-glutamine
0	YOR168W	tRNA(Gln)
0	YOR168W	ATP
0	YOR171C	ADP
0	YOR171C	sphinganine 1-phosphate
0	YOR171C	H+
0	YOR171C	ATP
