	ORF1	ORF2
0	YLL052C	YLL053C
0	YLL053C	YLL053C
0	YLL057C	YLL057C
0	YLL058W	YLL058W
0	YLL058W	YML082W
0	YLL060C	YLL060C
0	YLL061W	YLL061W
0	YLL062C	YPL273W
0	YLR011W	YLR011W
0	YLR017W	YLR017W
0	YLR020C	YLR020C
0	YLR027C	YLR027C
0	YLR028C	YMR120C
0	YLR038C	Q0045
0	YLR043C	YLR043C
0	YLR043C	YGR209C
0	YLR043C	YDR353W
0	YLR044C	YGR087C
0	YLR044C	YLR134W
0	YLR044C	YLR044C
0	YLR047C	YNR060W
0	YLR056W	YLR056W
0	YLR057W	YJR131W
0	YLR058C	YLR058C
0	YLR060W	YLR060W
0	YLR070C	YLR070C
0	YLR081W	YNR072W
0	YLR081W	YNL318C
0	YLR089C	YLR089C
0	YLR092W	YBR294W
0	YLR099C	YPR139C
0	YLR100W	YLR100W
0	YLR109W	YLR043C
0	YLR130C	YGL255W
0	YLR133W	YLR133W
0	YLR133W	YDR147W
0	YLR134W	YLR134W
0	YLR134W	YLR044C
0	YLR134W	YGR087C
0	YLR138W	YDR456W
0	YLR142W	YLR142W
0	YLR143W	YLR143W
0	YLR146C	YLR146C
0	YLR151C	YLR151C
0	YLR153C	YLR153C
0	YLR155C	YLR155C
0	YLR157C	YLR155C
0	YLR158C	YLR155C
0	YLR160C	YLR155C
0	YLR164W	YDR178W
0	YLR172C	YLR172C
0	YLR174W	YLR174W
0	YLR180W	YDR502C
0	YLR189C	YLR189C
0	YLR201C	YLR201C
0	YLR201C	YOR125C
0	YLR201C	YGR255C
0	YLR209C	YLR209C
0	YLR211C	YBR128C
0	YLR211C	YLR240W
0	YLR211C	YBR097W
0	YLR211C	YLR360W
0	YLR211C	YPL120W
0	YLR214W	YNR060W
0	YLR231C	YLR231C
0	YLR237W	YOR071C
0	YLR239C	YLR239C
0	YLR240W	YBR097W
0	YLR240W	YLR240W
0	YLR240W	YPL120W
0	YLR240W	YLR360W
0	YLR240W	YBR128C
0	YLR244C	YLR244C
0	YLR245C	YLR245C
0	YLR258W	YFR015C
0	YLR260W	YLR260W
0	YLR260W	YOR171C
0	YLR284C	YLR284C
0	YLR285W	YLR285W
0	YLR286C	YDR371W
0	YLR295C	YPL271W
0	YLR299W	YLR299W
0	YLR300W	YGR282C
0	YLR303W	YLR303W
0	YLR304C	YLR304C
0	YLR305C	YJL100W
0	YLR305C	YLR305C
0	YLR307W	YLR307W
0	YLR308W	YLR307W
0	YLR328W	YLR328W
0	YLR328W	YCL047C
0	YLR342W	YLR342W
0	YLR345W	YLR345W
0	YLR345W	YJL155C
0	YLR348C	YLR348C
0	YLR350W	YDR062W
0	YLR351C	YLR351C
0	YLR354C	YGR043C
0	YLR355C	YLR355C
0	YLR359W	YLR359W
0	YLR360W	YBR097W
0	YLR360W	YLR360W
0	YLR360W	YBR128C
0	YLR360W	YPL120W
0	YLR360W	YLR240W
0	YLR372W	YLR372W
0	YLR372W	YCR034W
0	YLR377C	YLR377C
0	YLR382C	YLR382C
0	YLR386W	YFR021W
0	YLR386W	YLR386W
0	YLR386W	YFR019W
0	YLR386W	YNL325C
0	YLR395C	Q0045
0	YLR410W	YLR410W
0	YLR410W	YOR163W
0	YLR420W	YLR420W
0	YLR432W	YML056C
0	YLR438W	YLR438W
0	YLR446W	YLR446W
0	YLR446W	YGL253W
0	YLR446W	YFR053C
0	YLR447C	YPL234C
0	YLR447C	YOR270C
0	YLR450W	YML075C
0	YML004C	YML004C
0	YML008C	YML008C
0	YML022W	YDR441C
0	YML035C	YML035C
0	YML042W	YML042W
0	YML054C	YJR048W
0	YML056C	YML056C
0	YML059C	YML059C
0	YML070W	YFL053W
0	YML075C	YML075C
0	YML082W	YML082W
0	YML082W	YLL058W
0	YML086C	YML086C
0	YML100W	YML100W
0	YML100W	YDR074W
0	YML106W	YML106W
0	YML110C	YLR201C
0	YML110C	YOR125C
0	YML110C	YGR255C
0	YML120C	YML120C
0	YML123C	YJL198W
0	YML123C	YBR296C
0	YML125C	YML125C
0	YML125C	YIL043C
0	YML126C	YML126C
0	YMR006C	YMR006C
0	YMR006C	YMR008C
0	YMR006C	YOL011W
0	YMR008C	YMR008C
0	YMR008C	YMR006C
0	YMR009W	YMR009W
0	YMR011W	YDL245C
0	YMR011W	YHR096C
0	YMR011W	YNR072W
0	YMR013C	YMR013C
0	YMR015C	YMR015C
0	YMR020W	YMR020W
0	YMR041C	YMR041C
0	YMR054W	YPL234C
0	YMR056C	YMR056C
0	YMR058W	YMR058W
0	YMR062C	YMR062C
0	YMR083W	YGL256W
0	YMR083W	YMR083W
0	YMR084W	YKL104C
0	YMR087W	YBR022W
0	YMR088C	YMR088C
0	YMR088C	YOL092W
0	YMR099C	YMR099C
0	YMR101C	YMR101C
0	YMR101C	YBR002C
0	YMR105C	YMR105C
0	YMR105C	YKL127W
0	YMR108W	YCL009C
0	YMR110C	YMR110C
0	YMR110C	YMR170C
0	YMR110C	YOR374W
0	YMR113W	YMR113W
0	YMR120C	YMR120C
0	YMR145C	YMR145C
0	YMR162C	YMR162C
0	YMR162C	YIL048W
0	YMR165C	YMR165C
0	YMR169C	YMR170C
0	YMR169C	YMR169C
0	YMR170C	YMR170C
0	YMR170C	YOR374W
0	YMR170C	YMR169C
0	YMR189W	YAL044C
0	YMR189W	YDR019C
0	YMR189W	YFL018C
0	YMR189W	YMR189W
0	YMR202W	YMR202W
0	YMR205C	YMR205C
0	YMR207C	YMR207C
0	YMR208W	YMR208W
0	YMR210W	YMR210W
0	YMR217W	YMR217W
0	YMR220W	YMR220W
0	YMR226C	YMR226C
0	YMR241W	YMR241W
0	YMR243C	YMR243C
0	YMR246W	YMR246W
0	YMR246W	YOR317W
0	YMR246W	YIL009W
0	YMR250W	YMR250W
0	YMR251W	YMR251W
0	YMR256C	Q0045
0	YMR261C	YDR074W
0	YMR261C	YML100W
0	YMR267W	YMR267W
0	YMR271C	YML106W
0	YMR272C	YMR272C
0	YMR278W	YKL127W
0	YMR281W	YMR281W
0	YMR289W	YMR289W
0	YMR293C	YMR293C
0	YMR296C	YDR062W
0	YMR298W	YMR298W
0	YMR298W	YHL003C
0	YMR298W	YKL008C
0	YMR300C	YMR300C
0	YMR301C	YMR301C
0	YMR303C	YMR303C
0	YMR306W	YLR342W
0	YMR313C	YMR313C
0	YMR313C	YBR204C
0	YMR313C	YKR089C
0	YMR313C	YOR081C
0	YMR313C	YCR068W
0	YMR318C	YMR318C
0	YMR318C	YCR105W
0	YMR318C	YDR368W
0	YMR319C	YMR058W
0	YMR322C	YMR322C
0	YMR323W	YOR393W
0	YNL003C	YNL003C
0	YNL009W	YNL009W
0	YNL029C	YOR099W
0	YNL036W	YNL036W
0	YNL037C	YNL037C
0	YNL038W	YNL038W
0	YNL045W	YNL045W
0	YNL048W	YNL048W
0	YNL052W	Q0045
0	YNL054W	YLR386W
0	YNL054W	YNL325C
0	YNL054W	YFR021W
0	YNL054W	YFR019W
0	YNL065W	YNL065W
0	YNL065W	YKL217W
0	YNL071W	YFL018C
0	YNL073W	YNL073W
0	YNL092W	YNL092W
0	YNL101W	YNL101W
0	YNL101W	YKL146W
0	YNL104C	YNL104C
0	YNL106C	YOR109W
0	YNL106C	YNL106C
0	YNL106C	YIL002C
0	YNL106C	YJR110W
0	YNL117W	YIR031C
0	YNL117W	YNL117W
0	YNL129W	YNL129W
0	YNL130C	YHR123W
0	YNL130C	YNL130C
0	YNL141W	YNL141W
0	YNL142W	YGR121C
0	YNL169C	YNL169C
0	YNL191W	YNL191W
0	YNL192W	YBR023C
0	YNL202W	YNL202W
0	YNL219C	YNL219C
0	YNL220W	YNL220W
0	YNL229C	YKL026C
0	YNL241C	YNL241C
0	YNL247W	YNL247W
0	YNL256W	YNL256W
0	YNL267W	YNL267W
0	YNL267W	YDR373W
0	YNL268W	YKR039W
0	YNL270C	YKR039W
0	YNL274C	YNL274C
0	YNL275W	YNL275W
0	YNL277W	YNL277W
0	YNL280C	YNL280C
0	YNL292W	YNL292W
0	YNL316C	YNL316C
0	YNL318C	YNL318C
0	YNL325C	YFR021W
0	YNL325C	YNL325C
0	YNL325C	YFR019W
0	YNL325C	YLR386W
0	YNL331C	YNL331C
0	YNL331C	YJR155W
0	YNL331C	YCR107W
0	YNL331C	YDL243C
0	YNL333W	YFL059W
0	YNL334C	YNL334C
0	YNL334C	YFL060C
0	YNL335W	YNL335W
0	YNR001C	YNR001C
0	YNR008W	YNR008W
0	YNR012W	YNR012W
0	YNR012W	YDR020C
0	YNR013C	YNR013C
0	YNR013C	YBR296C
0	YNR016C	YNR016C
0	YNR019W	YCR048W
0	YNR019W	YNR019W
0	YNR019W	YOR245C
0	YNR027W	YNR027W
0	YNR030W	YNR030W
0	YNR033W	YNR033W
0	YNR041C	YNR041C
0	YNR043W	YNR043W
0	YNR050C	YNR050C
0	YNR056C	YNR056C
0	YNR057C	YNR057C
0	YNR058W	YNR058W
0	YNR060W	YNR060W
0	YNR067C	YGR282C
0	YNR072W	YEL069C
0	YNR072W	YNR072W
0	YNR072W	YDL245C
0	YNR072W	YHR096C
0	YNR072W	YJL219W
0	YNR073C	YNR073C
0	YOL011W	YOL011W
0	YOL011W	YMR006C
0	YOL020W	YOL020W
0	YOL020W	YKR039W
0	YOL020W	YBR069C
0	YOL033W	YOL033W
0	YOL049W	YOL049W
0	YOL052C	YOL052C
0	YOL055C	YPL258C
0	YOL058W	YOL058W
0	YOL059W	YDL022W
0	YOL059W	YOL059W
0	YOL061W	YKL181W
0	YOL064C	YOL064C
0	YOL065C	YOL065C
0	YOL066C	YOL066C
0	YOL068C	YOR025W
0	YOL075C	YDR051C
0	YOL086C	YBR145W
0	YOL086C	YOL086C
0	YOL092W	YOL092W
0	YOL092W	YMR088C
0	YOL096C	YGR255C
0	YOL096C	YLR201C
0	YOL096C	YOR125C
0	YOL097C	YOL097C
0	YOL103W	YDR497C
0	YOL122C	YOL122C
0	YOL126C	YOL126C
0	YOL130W	YOL130W
0	YOL136C	YOL136C
0	YOL140W	YOL140W
0	YOL143C	YOL143C
0	YOL151W	YHR104W
0	YOL151W	YOL151W
0	YOL152W	YNR060W
0	YOL156W	YNL318C
0	YOL156W	YNR072W
0	YOL156W	YDL245C
0	YOL156W	YHR096C
0	YOL156W	YJL219W
0	YOL157C	YOL157C
0	YOL165C	YJR155W
0	YOL165C	YCR107W
0	YOL165C	YDL243C
0	YOL165C	YNL331C
0	YOR002W	YOR002W
0	YOR011W	YOR011W
0	YOR011W	YIL013C
0	YOR025W	YOR025W
0	YOR040W	YOR040W
0	YOR054C	YKR072C
0	YOR065W	YEL024W
0	YOR067C	YOR067C
0	YOR071C	YOR071C
0	YOR074C	YOR074C
0	YOR081C	YKR089C
0	YOR081C	YBR204C
0	YOR081C	YOR081C
0	YOR081C	YMR313C
0	YOR095C	YOR095C
0	YOR099W	YOR099W
0	YOR100C	YOR100C
0	YOR108W	YNL104C
0	YOR109W	YOR109W
0	YOR109W	YIL002C
0	YOR109W	YNL106C
0	YOR109W	YJR110W
0	YOR120W	YOR120W
0	YOR125C	YOR125C
0	YOR125C	YGR255C
0	YOR125C	YLR201C
0	YOR126C	YOR126C
0	YOR128C	YOR128C
0	YOR130C	YOR130C
0	YOR136W	YNL037C
0	YOR142W	YGR244C
0	YOR142W	YOR142W
0	YOR143C	YOR143C
0	YOR149C	YOR149C
0	YOR155C	YOR155C
0	YOR161C	YGL077C
0	YOR161C	YOR161C
0	YOR163W	YOR163W
0	YOR168W	YOR168W
0	YOR171C	YOR171C
0	YOR171C	YLR260W
0	YOR175C	YOR175C
0	YOR175C	YDL052C
0	YOR176W	YOR176W
0	YOR180C	YOR180C
0	YOR184W	YOR184W
0	YOR190W	YGR282C
0	YOR192C	YOR071C
0	YOR196C	YOR196C
0	YOR202W	YOR202W
0	YOR209C	YOR209C
0	YOR221C	YOR221C
0	YOR222W	YOR222W
0	YOR222W	YPL134C
0	YOR226C	YOR226C
0	YOR236W	YOR236W
0	YOR241W	YOR241W
0	YOR245C	YCR048W
0	YOR245C	YOR245C
0	YOR245C	YNR019W
0	YOR251C	YOR286W
0	YOR251C	YOR251C
0	YOR253W	YDL040C
0	YOR270C	YOR270C
0	YOR273C	YOR273C
0	YOR273C	YLL028W
0	YOR273C	YPR156C
0	YOR273C	YHL016C
0	YOR278W	YOR278W
0	YOR283W	YOR283W
0	YOR285W	YOR286W
0	YOR286W	YOR286W
0	YOR303W	YJL130C
0	YOR306C	YOR306C
0	YOR311C	YOR311C
0	YOR316C	YMR243C
0	YOR317W	YMR246W
0	YOR317W	YOR317W
0	YOR317W	YIL009W
0	YOR321W	YAL023C
0	YOR323C	YOR323C
0	YOR332W	YOR270C
0	YOR332W	YPL234C
0	YOR334W	YPL060W
0	YOR335C	YOR335C
0	YOR347C	YOR347C
0	YOR348C	YOL020W
0	YOR348C	YCL025C
0	YOR348C	YKR039W
0	YOR348C	YDL210W
0	YOR360C	YOR360C
0	YOR360C	YGL248W
0	YOR374W	YOR374W
0	YOR374W	YMR170C
0	YOR375C	YOR375C
0	YOR377W	YOR377W
0	YOR377W	YGR177C
0	YOR377W	YGR015C
0	YOR381W	YNR060W
0	YOR384W	YNR060W
0	YOR388C	YOR388C
0	YOR391C	YMR322C
0	YOR393W	YOR393W
0	YPL015C	YOR025W
0	YPL023C	YGL125W
0	YPL028W	YPL028W
0	YPL036W	YPL036W
0	YPL040C	YPL040C
0	YPL053C	YOR099W
0	YPL057C	YBR036C
0	YPL057C	YPL057C
0	YPL057C	YBR161W
0	YPL059W	YPL059W
0	YPL060W	YPL060W
0	YPL061W	YPL061W
0	YPL069C	YPL069C
0	YPL076W	YNL038W
0	YPL078C	YPL271W
0	YPL087W	YPL087W
0	YPL088W	YJR155W
0	YPL088W	YCR107W
0	YPL088W	YDL243C
0	YPL088W	YNL331C
0	YPL091W	YCL035C
0	YPL091W	YPL059W
0	YPL091W	YCR083W
0	YPL092W	YPL092W
0	YPL095C	YPL095C
0	YPL097W	YPL097W
0	YPL104W	YPL104W
0	YPL110C	YPL110C
0	YPL111W	YPL111W
0	YPL117C	YPL117C
0	YPL120W	YBR128C
0	YPL120W	YPL120W
0	YPL120W	YLR240W
0	YPL120W	YBR097W
0	YPL120W	YLR360W
0	YPL132W	Q0045
0	YPL134C	YPL134C
0	YPL134C	YOR222W
0	YPL135W	YOR226C
0	YPL147W	YKL188C
0	YPL147W	YPL147W
0	YPL148C	YPL148C
0	YPL160W	YPL160W
0	YPL172C	YPL172C
0	YPL175W	YNL038W
0	YPL188W	YPL188W
0	YPL188W	YJR049C
0	YPL189W	YGL084C
0	YPL206C	YPL206C
0	YPL212C	YNL292W
0	YPL214C	YPL214C
0	YPL227C	YPL227C
0	YPL231W	YPL231W
0	YPL234C	YPL234C
0	YPL234C	YOR270C
0	YPL244C	YPL244C
0	YPL252C	YER141W
0	YPL252C	YDR376W
0	YPL258C	YPL258C
0	YPL262W	YPL262W
0	YPL265W	YOL020W
0	YPL265W	YDR508C
0	YPL265W	YPL265W
0	YPL265W	YCL025C
0	YPL268W	YPL268W
0	YPL271W	YPL271W
0	YPL273W	YPL273W
0	YPL274W	YHL016C
0	YPL274W	YPL274W
0	YPL280W	YMR322C
0	YPL281C	YOR393W
0	YPR001W	YNR001C
0	YPR001W	YPR001W
0	YPR002W	YPR002W
0	YPR003C	YPR003C
0	YPR006C	YPR006C
0	YPR011C	YPR011C
0	YPR020W	YPL271W
0	YPR021C	YPR021C
0	YPR026W	YPR026W
0	YPR033C	YPR033C
0	YPR035W	YPR035W
0	YPR036W	YOR270C
0	YPR036W	YPL234C
0	YPR047W	YPR047W
0	YPR058W	YPR058W
0	YPR060C	YPR060C
0	YPR062W	YPR062W
0	YPR069C	YPR069C
0	YPR074C	YBR117C
0	YPR081C	YBR121C
0	YPR113W	YPR113W
0	YPR118W	YPR118W
0	YPR121W	YPL258C
0	YPR127W	YPR127W
0	YPR128C	YPR128C
0	YPR138C	YGR121C
0	YPR139C	YPR139C
0	YPR140W	YPR140W
0	YPR145W	YGR124W
0	YPR156C	YPR156C
0	YPR159W	YPR159W
0	YPR160W	YPR160W
0	YPR165W	YLR342W
0	YPR167C	YLR043C
0	YPR183W	YPR183W
0	YPR184W	YPR184W
0	YPR191W	YEL024W
0	YPR192W	YPR192W
0	YPR192W	YLL052C
0	YPR192W	YLL053C
0	YLL018C-A	Q0045
0	YML081C-A	YPL271W
0	YDR322C-A	YPL271W
0	Q0045	Q0045
0	Q0080	YPL271W
0	Q0085	YPL271W
0	Q0105	YEL024W
0	Q0130	YPL271W
0	Q0250	Q0045
0	Q0275	Q0045
0	YOL077W-A	YPL271W
0	YBR058C-A	YDR062W
0	YPL096C-A	YNL038W
0	YCL005W-A	YPL234C
0	YCL005W-A	YOR270C
0	YPR170W-B	YOR270C
0	YPR170W-B	YPL234C
0	YAL012W	YAL012W
0	YML082W	YAL012W
0	YAL022C	YAL022C
0	YAL023C	YAL023C
0	YAL026C	YAL026C
0	YER005W	YAL035W
0	YOR347C	YAL038W
0	YKL087C	YAL039C
0	YAL044C	YAL044C
0	YFL018C	YAL044C
0	YMR189W	YAL044C
0	YDR019C	YAL044C
0	YAL054C	YAL054C
0	YLR153C	YAL054C
0	YAL060W	YAL060W
0	YAL061W	YAL061W
0	YOR375C	YAL062W
0	YAR015W	YAR015W
0	YAR035W	YAR035W
0	YAR071W	YAR071W
0	YBL011W	YBL011W
0	YKR067W	YBL011W
0	YBL013W	YBL013W
0	YBL015W	YBL015W
0	YMR056C	YBL030C
0	YBL033C	YBL033C
0	YJR103W	YBL039C
0	YBL039C	YBL039C
0	YBL042C	YBL042C
0	YEL024W	YBL045C
0	YCR083W	YBL064C
0	YKL181W	YBL068W
0	YBL076C	YBL076C
0	YBL080C	YBL080C
0	YLR244C	YBL091C
0	YBL098W	YBL098W
0	YPL271W	YBL099W
0	YPR026W	YBR001C
0	YMR101C	YBR002C
0	YBR002C	YBR002C
0	YBR003W	YBR003W
0	YBR004C	YBR004C
0	YBR006W	YBR006W
0	YBR011C	YBR011C
0	YBR018C	YBR018C
0	YBR019C	YBR019C
0	YBR020W	YBR020W
0	YBR021W	YBR021W
0	YBR022W	YBR022W
0	YBR023C	YBR023C
0	YBR026C	YBR026C
0	YBR029C	YBR029C
0	YBR034C	YBR034C
0	YBR035C	YBR035C
0	YPL057C	YBR036C
0	YBR036C	YBR036C
0	YBR161W	YBR036C
0	YBR023C	YBR038W
0	YPL271W	YBR039W
0	YBR041W	YBR041W
0	YBR042C	YBR042C
0	YBR046C	YBR046C
0	YCL025C	YBR068C
0	YDR508C	YBR068C
0	YKR039W	YBR068C
0	YDR046C	YBR068C
0	YBR069C	YBR068C
0	YOL020W	YBR068C
0	YBR069C	YBR069C
0	YCL025C	YBR069C
0	YKR039W	YBR069C
0	YDR046C	YBR069C
0	YOL020W	YBR069C
0	YGL047W	YBR070C
0	YBR084W	YBR084W
0	YMR056C	YBR085W
0	YBR092C	YBR092C
0	YAR071W	YBR092C
0	YAR071W	YBR093C
0	YBR128C	YBR097W
0	YBR097W	YBR097W
0	YLR240W	YBR097W
0	YPL120W	YBR097W
0	YLR360W	YBR097W
0	YBR110W	YBR110W
0	YBR111C	YBR111C
0	YGL154C	YBR115C
0	YBR117C	YBR117C
0	YBR121C	YBR121C
0	YDR074W	YBR126C
0	YML100W	YBR126C
0	YPL234C	YBR127C
0	YOR270C	YBR127C
0	YPL120W	YBR128C
0	YBR128C	YBR128C
0	YBR097W	YBR128C
0	YLR360W	YBR128C
0	YLR240W	YBR128C
0	YHL016C	YBR132C
0	YBR132C	YBR132C
0	YOL086C	YBR145W
0	YBR145W	YBR145W
0	YBR147W	YBR147W
0	YDR352W	YBR147W
0	YBR149W	YBR149W
0	YBR153W	YBR153W
0	YBR159W	YBR159W
0	YBR161W	YBR161W
0	YBR036C	YBR161W
0	YPL057C	YBR161W
0	YBR166C	YBR166C
0	YBR176W	YBR176W
0	YPL095C	YBR177C
0	YBR180W	YBR180W
0	YBR183W	YBR183W
0	YBR192W	YBR192W
0	YBR196C	YBR196C
0	YOR099W	YBR199W
0	YKR089C	YBR204C
0	YOR081C	YBR204C
0	YBR204C	YBR204C
0	YMR313C	YBR204C
0	YOR099W	YBR205W
0	YBR208C	YBR208C
0	YBR213W	YBR213W
0	YGL062W	YBR218C
0	YFL018C	YBR221C
0	YBR222C	YBR222C
0	YBR229C	YBR229C
0	YBR235W	YBR235W
0	YBR241C	YBR241C
0	YBR242W	YBR242W
0	YGL101W	YBR242W
0	YBR243C	YBR243C
0	YKL026C	YBR244W
0	YBR248C	YBR248C
0	YBR249C	YBR249C
0	YDR035W	YBR249C
0	YJR069C	YBR252W
0	YBR256C	YBR256C
0	YBR263W	YBR263W
0	YBR265W	YBR265W
0	YNL191W	YBR281C
0	YBR291C	YBR291C
0	YMR088C	YBR293W
0	YOL092W	YBR293W
0	YJR001W	YBR293W
0	YBR294W	YBR294W
0	YBR295W	YBR295W
0	YBR296C	YBR296C
0	YBR298C	YBR298C
0	YBR299W	YBR299W
0	YGR287C	YBR299W
0	YGR292W	YBR299W
0	YCL004W	YCL004W
0	YCL009C	YCL009C
0	YCL017C	YCL017C
0	YCL018W	YCL018W
0	YOL020W	YCL025C
0	YDR508C	YCL025C
0	YCL025C	YCL025C
0	YDR046C	YCL025C
0	YKR039W	YCL025C
0	YBR069C	YCL025C
0	YCL030C	YCL030C
0	YKL026C	YCL035C
0	YCL035C	YCL035C
0	YCL038C	YCL038C
0	YGL253W	YCL040W
0	YCL047C	YCL047C
0	YCL050C	YCL050C
0	YJR013W	YCL052C
0	YCL064C	YCL064C
0	YOL092W	YCL069W
0	YMR088C	YCL069W
0	YCR005C	YCR005C
0	YCR010C	YCR010C
0	YCR011C	YCR011C
0	YCR012W	YCR012W
0	YCR024C	YCR024C
0	YPL036W	YCR024C-A
0	YCR028C	YCR028C
0	YCR034W	YCR034W
0	YLR372W	YCR034W
0	YCR036W	YCR036W
0	YBR296C	YCR037C
0	YJL198W	YCR037C
0	YCR048W	YCR048W
0	YOR245C	YCR048W
0	YNR019W	YCR048W
0	YCR053W	YCR053W
0	YBR204C	YCR068W
0	YCR068W	YCR068W
0	YCR075C	YCR075C
0	YCR083W	YCR083W
0	YCR098C	YCR098C
0	YCR105W	YCR105W
0	YMR318C	YCR105W
0	YDR368W	YCR105W
0	YNL331C	YCR107W
0	YJR155W	YCR107W
0	YCR107W	YCR107W
0	YDL243C	YCR107W
0	YEL004W	YEL004W
0	YEL006W	YEL006W
0	YEL021W	YEL021W
0	YEL024W	YEL024W
0	YPL234C	YEL027W
0	YOR270C	YEL027W
0	YEL029C	YEL029C
0	YEL031W	YEL031W
0	YMR009W	YEL038W
0	YEL039C	YEL039C
0	YJR048W	YEL039C
0	Q0045	YEL039C
0	YEL024W	YEL039C
0	YEL041W	YEL041W
0	YJR049C	YEL041W
0	YPL188W	YEL041W
0	YEL042W	YEL042W
0	YEL046C	YEL046C
0	YEL047C	YEL047C
0	YPL234C	YEL051W
0	YOR270C	YEL051W
0	YEL058W	YEL058W
0	YKR039W	YEL063C
0	YEL066W	YEL066W
0	YEL069C	YEL069C
0	YDL245C	YEL069C
0	YJL219W	YEL069C
0	YNR072W	YEL069C
0	YHR096C	YEL069C
0	YNR073C	YEL070W
0	YJR048W	YEL071W
0	YER003C	YER003C
0	YER005W	YER005W
0	YPL036W	YER005W
0	YER010C	YER010C
0	YER014W	YER014W
0	YER015W	YER015W
0	YIL009W	YER015W
0	YMR246W	YER015W
0	YER019W	YER019W
0	YER023W	YER023W
0	YAR035W	YER024W
0	YER026C	YER026C
0	YGL224C	YER037W
0	YER037W	YER037W
0	YER042W	YER042W
0	YER043C	YER043C
0	YER052C	YER052C
0	YER053C	YER053C
0	YER055C	YER055C
0	YER056C	YER056C
0	YER060W-A	YER056C
0	YER056C	YER060W
0	YER060W-A	YER060W
0	YER061C	YER061C
0	YKL192C	YER061C
0	YER062C	YER062C
0	YIL053W	YER062C
0	YER065C	YER065C
0	YER069W	YER069W
0	YER070W	YER070W
0	YGR180C	YER070W
0	YJL026W	YER070W
0	YOR374W	YER073W
0	YER081W	YER081W
0	YER086W	YER086W
0	YER087W	YER087W
0	YER090W	YER090W
0	YER091C	YER091C
0	YKL181W	YER099C
0	YER119C	YER119C
0	YER141W	YER141W
0	YER152C	YER152C
0	YER163C	YER163C
0	YER170W	YER170W
0	YCL035C	YER174C
0	YER175C	YER175C
0	YFL018C	YER178W
0	YER183C	YER183C
0	YHL003C	YHL003C
0	YMR298W	YHL003C
0	YKL008C	YHL003C
0	YKL181W	YHL011C
0	YKL035W	YHL012W
0	YHL016C	YHL016C
0	YHL018W	YHL018W
0	YHL032C	YHL032C
0	YDR508C	YHL036W
0	YHR002W	YHR002W
0	YHR042W	YHR007C
0	YHR008C	YHR008C
0	YDR023W	YHR011W
0	YDL040C	YHR013C
0	YHR018C	YHR018C
0	YHR019C	YHR019C
0	YHR020W	YHR020W
0	YHR025W	YHR025W
0	YPL234C	YHR026W
0	YOR270C	YHR026W
0	YHR037W	YHR037W
0	YHR042W	YHR042W
0	YHR044C	YHR043C
0	YHR044C	YHR044C
0	YDR287W	YHR046C
0	Q0045	YHR051W
0	YHR063C	YHR063C
0	YHR067W	YHR067W
0	YHR068W	YHR068W
0	YHR072W	YHR072W
0	YHR074W	YHR074W
0	YHR091C	YHR091C
0	YDR342C	YHR092C
0	YJL219W	YHR092C
0	YHR092C	YHR092C
0	YDL245C	YHR092C
0	YHR096C	YHR092C
0	YNR072W	YHR092C
0	YDL245C	YHR094C
0	YNR072W	YHR094C
0	YHR096C	YHR094C
0	YDL245C	YHR096C
0	YHR096C	YHR096C
0	YJL219W	YHR096C
0	YNR072W	YHR096C
0	YHR100C	YHR100C
0	YHR104W	YHR104W
0	YDR368W	YHR104W
0	YCR083W	YHR106W
0	YHR109W	YHR109W
0	Q0045	YHR116W
0	YDR440W	YHR119W
0	YNL130C	YHR123W
0	YHR123W	YHR123W
0	YHR128W	YHR128W
0	YGL202W	YHR137W
0	YHR137W	YHR137W
0	YHR144C	YHR144C
0	YGL080W	YHR162W
0	YGR248W	YHR163W
0	YOR393W	YHR174W
0	YHR183W	YHR183W
0	YHR190W	YHR190W
0	YDR452W	YHR201C
0	YHR201C	YHR201C
0	YHR208W	YHR208W
0	YGL202W	YHR208W
0	YAR071W	YHR215W
0	YML056C	YHR216W
0	YIL002C	YIL002C
0	YNL106C	YIL002C
0	YOR109W	YIL002C
0	YIL006W	YIL006W
0	YEL006W	YIL006W
0	YIL009W	YIL009W
0	YMR246W	YIL009W
0	YLR043C	YIL010W
0	YIL013C	YIL013C
0	YOR011W	YIL013C
0	YIL020C	YIL020C
0	YIL023C	YIL023C
0	YIL043C	YIL043C
0	YML125C	YIL043C
0	YIL048W	YIL048W
0	YMR162C	YIL048W
0	YER062C	YIL053W
0	YIL053W	YIL053W
0	YGR180C	YIL066C
0	YJL026W	YIL066C
0	YER070W	YIL066C
0	YER081W	YIL074C
0	YIL078W	YIL078W
0	YIL083C	YIL083C
0	YIL094C	YIL094C
0	YIL099W	YIL099W
0	YOL136C	YIL107C
0	Q0045	YIL111W
0	YIL116W	YIL116W
0	YIL124W	YIL124W
0	YIL125W	YIL125W
0	YDR019C	YIL125W
0	YFR049W	YIL125W
0	YIL134W	YIL134W
0	YIL145C	YIL145C
0	YIL155C	YIL155C
0	YIL160C	YIL160C
0	YIL162W	YIL162W
0	YIL166C	YIL166C
0	YGR287C	YIL172C
0	YIR027C	YIR027C
0	YIR028W	YIR028W
0	YIR029W	YIR029W
0	YIR031C	YIR031C
0	YIR032C	YIR032C
0	YIR034C	YIR034C
0	YIR036C	YIR036C
