Feature	weight	gain	cover	total_gain	total_cover
ilp1	20.0	176394.765625	3.299999952316284	3527895.25	66.0
ilp4	1.0	71489.375	5.0	71489.375	5.0
ilp5	2.0	46383.64453125	3.5	92767.2890625	7.0
ilp10	1.0	59754.6875	6.0	59754.6875	6.0
ilp14	12.0	597254.3125	4.416666507720947	7167051.5	53.0
ilp15	2.0	156849.0	8.0	313698.0	16.0
ilp20	8.0	187223.703125	3.375	1497789.625	27.0
ilp21	7.0	190038.546875	8.857142448425293	1330269.875	62.0
ilp22	6.0	195704.875	6.333333492279053	1174229.25	38.0
ilp23	9.0	256150.03125	870.3333129882812	2305350.25	7833.0
ilp24	7.0	622651.0625	4.857142925262451	4358557.5	34.0
ilp25	2.0	76960.515625	6.0	153921.03125	12.0
ilp26	15.0	401332.53125	10.800000190734863	6019988.0	162.0
ilp27	8.0	970106.9375	20.5	7760855.5	164.0
ilp28	5.0	1153519.625	56.0	5767598.0	280.0
ilp29	7.0	602495.0625	7.857142925262451	4217465.5	55.0
ilp30	10.0	281225.8125	786.2999877929688	2812258.0	7863.0
ilp31	6.0	481400.65625	12.333333015441895	2888404.0	74.0
ilp32	4.0	250424.375	12.5	1001697.5	50.0
ilp33	5.0	332798.9375	9.800000190734863	1663994.625	49.0
ilp35	5.0	758218.875	91.80000305175781	3791094.5	459.0
ilp36	2.0	1131187.0	23.5	2262374.0	47.0
ilp38	6.0	611771.8125	2541.166748046875	3670631.0	15247.0
ilp39	2.0	1108991.0	150.0	2217982.0	300.0
ilp40	1.0	1217271.5	7.0	1217271.5	7.0
ilp42	1.0	91229.890625	4.0	91229.890625	4.0
ilp43	1.0	241655.375	42.0	241655.375	42.0
ilp46	18.0	2919983.0	6.333333492279053	52559696.0	114.0
ilp47	3.0	678565.4375	12.666666984558105	2035696.25	38.0
ilp48	4.0	790262.875	12.5	3161051.5	50.0
ilp49	2.0	1136328.0	161.0	2272656.0	322.0
ilp50	4.0	134647.34375	14.75	538589.375	59.0
ilp51	13.0	4201422.0	11.923076629638672	54618484.0	155.0
ilp52	4.0	217274.640625	12.0	869098.5625	48.0
ilp53	2.0	936794.75	114.0	1873589.5	228.0
ilp54	2.0	454010.25	3921.5	908020.5	7843.0
ilp55	8.0	116560.015625	9.625	932480.125	77.0
ilp57	2.0	948826.0	8.5	1897652.0	17.0
ilp58	1.0	599191.875	21.0	599191.875	21.0
ilp59	1.0	43526.75	5.0	43526.75	5.0
ilp60	5.0	193035.0625	22.600000381469727	965175.3125	113.0
ilp61	7.0	345703.0	23.85714340209961	2419921.0	167.0
ilp62	9.0	355891.78125	290.8888854980469	3203026.0	2618.0
ilp63	4.0	770506.375	80.0	3082025.5	320.0
ilp66	1.0	545590.125	37.0	545590.125	37.0
ilp74	18.0	1055425.25	3737.333251953125	18997654.0	67272.0
ilp79	2.0	93242.34375	7.0	186484.6875	14.0
ilp81	1.0	136000.0	40.0	136000.0	40.0
ilp89	4.0	414961.25	13.5	1659845.0	54.0
ilp90	3.0	1864549.875	235.6666717529297	5593649.5	707.0
ilp91	1.0	1029370.0	44.0	1029370.0	44.0
ilp93	20.0	958882.6875	3918.550048828125	19177654.0	78371.0
ilp94	2.0	588328.875	30.0	1176657.75	60.0
ilp104	1.0	792667.875	196.0	792667.875	196.0
ilp114	1.0	720212.0	39.0	720212.0	39.0
ilp120	2.0	387824.15625	3931.5	775648.3125	7863.0
ilp140	9.0	725004.6875	3827.22216796875	6525042.0	34445.0
ilp160	5.0	499506.5625	9.399999618530273	2497532.75	47.0
ilp161	15.0	535441.5625	31.399999618530273	8031623.5	471.0
ilp162	2.0	382636.25	13.0	765272.5	26.0
ilp163	4.0	459882.6875	47.25	1839530.75	189.0
ilp164	9.0	376317.28125	14.55555534362793	3386855.5	131.0
ilp165	2.0	453743.46875	50.0	907486.9375	100.0
ilp166	4.0	330439.6875	17.5	1321758.75	70.0
ilp167	1.0	293249.1875	24.0	293249.1875	24.0
ilp168	12.0	1993834.5	664.0833129882812	23926014.0	7969.0
ilp169	7.0	582024.75	27.14285659790039	4074173.25	190.0
ilp170	5.0	497113.4375	28.600000381469727	2485567.25	143.0
ilp171	4.0	782454.625	37.0	3129818.5	148.0
ilp172	5.0	646268.0625	137.60000610351562	3231340.25	688.0
ilp173	3.0	297585.15625	19.66666603088379	892755.4375	59.0
ilp175	2.0	1097893.875	11.5	2195787.75	23.0
ilp176	12.0	850338.8125	30.16666603088379	10204066.0	362.0
ilp177	3.0	403072.34375	1307.3333740234375	1209217.0	3922.0
ilp178	1.0	1044956.0	53.0	1044956.0	53.0
ilp180	8.0	661968.9375	2470.5	5295751.5	19764.0
ilp181	8.0	1535061.625	18.625	12280493.0	149.0
ilp184	2.0	365733.6875	16.0	731467.375	32.0
ilp186	2.0	842996.5	42.0	1685993.0	84.0
ilp187	2.0	671202.0625	69.0	1342404.125	138.0
ilp188	3.0	423662.59375	2623.333251953125	1270987.75	7870.0
ilp189	2.0	388688.875	17.5	777377.75	35.0
ilp190	6.0	786044.5625	1489.1666259765625	4716267.5	8935.0
ilp191	9.0	3189471.0	14.44444465637207	28705240.0	130.0
ilp193	9.0	417090.4375	2194.0	3753814.0	19746.0
ilp194	2.0	85259.15625	8.0	170518.3125	16.0
ilp196	2.0	393944.8125	26.5	787889.625	53.0
ilp198	10.0	859201.0	2839.39990234375	8592010.0	28394.0
ilp199	2.0	792536.0	10.0	1585072.0	20.0
ilp200	2.0	415214.15625	223.5	830428.3125	447.0
ilp202	1.0	345521.0625	78.0	345521.0625	78.0
ilp206	6.0	1292347.75	25.83333396911621	7754086.5	155.0
ilp209	3.0	1371677.625	17.66666603088379	4115033.0	53.0
ilp211	3.0	1034517.9375	76.33333587646484	3103553.75	229.0
ilp214	2.0	672076.0	696.5	1344152.0	1393.0
ilp218	8.0	703681.375	41.625	5629451.0	333.0
ilp219	4.0	319577.25	22.0	1278309.0	88.0
ilp224	3.0	746187.6875	47.66666793823242	2238563.0	143.0
