Feature	weight	gain	cover	total_gain	total_cover
ilp1	12.0	6214.2421875	4.083333492279053	74570.90625	49.0
ilp4	3.0	10071.8681640625	2639.333251953125	30215.60546875	7918.0
ilp5	6.0	1436.9527587890625	7.0	8621.716796875	42.0
ilp14	8.0	6573.1630859375	7.0	52585.3046875	56.0
ilp15	17.0	46053.5390625	7.588235378265381	782910.1875	129.0
ilp20	15.0	4332.46533203125	7.066666603088379	64986.98046875	106.0
ilp21	17.0	6290.61083984375	7.823529243469238	106940.3828125	133.0
ilp22	10.0	13608.013671875	14.199999809265137	136080.140625	142.0
ilp23	3.0	10008.017578125	15.333333015441895	30024.052734375	46.0
ilp24	16.0	10647.5341796875	16.6875	170360.546875	267.0
ilp25	7.0	13466.6103515625	607.1428833007812	94266.2734375	4250.0
ilp26	14.0	8601.0205078125	7.785714149475098	120414.28125	109.0
ilp27	8.0	17040.02734375	958.25	136320.21875	7666.0
ilp28	11.0	19433.751953125	364.7272644042969	213771.28125	4012.0
ilp29	11.0	20875.7734375	2160.45458984375	229633.515625	23765.0
ilp30	4.0	5863.8916015625	8.25	23455.56640625	33.0
ilp31	7.0	8318.4130859375	7.5714287757873535	58228.890625	53.0
ilp32	5.0	7756.55712890625	13.399999618530273	38782.78515625	67.0
ilp33	8.0	17313.400390625	56.625	138507.203125	453.0
ilp34	1.0	457.1528625488281	3.0	457.1528625488281	3.0
ilp35	6.0	22727.4765625	1956.0	136364.859375	11736.0
ilp36	4.0	27387.162109375	120.5	109548.6484375	482.0
ilp37	11.0	51279.5859375	3434.9091796875	564075.4375	37784.0
ilp38	1.0	4910.1513671875	6.0	4910.1513671875	6.0
ilp39	4.0	10797.255859375	27.5	43189.0234375	110.0
ilp40	5.0	18538.18359375	2327.199951171875	92690.9140625	11636.0
ilp43	1.0	121552.0	3948.0	121552.0	3948.0
ilp44	3.0	8373.203125	10.666666984558105	25119.609375	32.0
ilp45	5.0	67923.2109375	3914.0	339616.0625	19570.0
ilp46	13.0	12243.3759765625	319.69232177734375	159163.890625	4156.0
ilp47	5.0	10642.5380859375	26.799999237060547	53212.69140625	134.0
ilp48	5.0	25140.10546875	63.79999923706055	125700.5234375	319.0
ilp49	5.0	30984.71484375	112.19999694824219	154923.578125	561.0
ilp50	11.0	18575.935546875	9.181818008422852	204335.28125	101.0
ilp51	11.0	17005.15234375	18.0	187056.671875	198.0
ilp52	1.0	5491.2177734375	28.0	5491.2177734375	28.0
ilp53	3.0	42114.96875	26.0	126344.90625	78.0
ilp54	6.0	31584.1640625	2195.333251953125	189504.984375	13172.0
ilp55	11.0	18148.498046875	1803.727294921875	199633.484375	19841.0
ilp56	11.0	19659.568359375	3845.0908203125	216255.25	42296.0
