Feature	weight	gain	cover	total_gain	total_cover
ilp1	31.0	26694.099609375	2.8064515590667725	827517.0625	87.0
ilp2	4.0	21499.18359375	537.75	85996.734375	2151.0
ilp5	6.0	36380.63671875	58.66666793823242	218283.8125	352.0
ilp14	9.0	17921.712890625	5.222222328186035	161295.421875	47.0
ilp15	4.0	37105.83203125	127.75	148423.328125	511.0
ilp20	19.0	18043.06640625	7.526315689086914	342818.25	143.0
ilp21	10.0	12689.4755859375	30.600000381469727	126894.7578125	306.0
ilp22	11.0	8792.4208984375	7.2727274894714355	96716.625	80.0
ilp23	18.0	41557.31640625	5.777777671813965	748031.6875	104.0
ilp24	7.0	20734.67578125	5.857142925262451	145142.734375	41.0
ilp26	12.0	16883.263671875	9.083333015441895	202599.15625	109.0
ilp27	4.0	42729.14453125	680.0	170916.578125	2720.0
ilp28	9.0	25600.74609375	12.222222328186035	230406.71875	110.0
ilp29	6.0	22841.15625	95.33333587646484	137046.9375	572.0
ilp30	7.0	36335.87890625	20.14285659790039	254351.15625	141.0
ilp31	4.0	33188.875	8.5	132755.5	34.0
ilp32	13.0	19140.4765625	13.230769157409668	248826.1875	172.0
ilp33	10.0	16863.6484375	12.399999618530273	168636.484375	124.0
ilp34	2.0	29124.046875	36.0	58248.09375	72.0
ilp35	4.0	15717.763671875	6.25	62871.0546875	25.0
ilp36	2.0	10071.09765625	12.0	20142.1953125	24.0
ilp40	1.0	20356.6171875	6.0	20356.6171875	6.0
ilp42	1.0	1446.3116455078125	3.0	1446.3116455078125	3.0
ilp43	1.0	16859.2734375	14.0	16859.2734375	14.0
ilp44	2.0	21430.57421875	16.0	42861.1484375	32.0
ilp46	7.0	57018.3828125	71.42857360839844	399128.6875	500.0
ilp47	5.0	25875.583984375	31.399999618530273	129377.921875	157.0
ilp48	4.0	25507.095703125	6.75	102028.3828125	27.0
ilp49	6.0	40706.16015625	32.16666793823242	244236.96875	193.0
ilp50	6.0	28937.666015625	251.1666717529297	173626.0	1507.0
ilp51	10.0	23666.55859375	13.199999809265137	236665.59375	132.0
ilp53	1.0	39826.44921875	7.0	39826.44921875	7.0
ilp54	5.0	135002.53125	2277.0	675012.6875	11385.0
ilp55	17.0	59148.3671875	1867.4705810546875	1005522.25	31747.0
ilp56	2.0	3753.510986328125	5.5	7507.02197265625	11.0
ilp57	4.0	13151.748046875	12.0	52606.9921875	48.0
ilp58	2.0	46871.21875	79.5	93742.4375	159.0
ilp59	4.0	37373.4609375	1918.75	149493.84375	7675.0
ilp60	3.0	26267.8125	56.66666793823242	78803.4375	170.0
ilp61	3.0	9555.9287109375	17.66666603088379	28667.78515625	53.0
ilp62	6.0	15402.9345703125	16.5	92417.609375	99.0
ilp63	6.0	37942.66015625	26.66666603088379	227655.953125	160.0
ilp67	12.0	50635.52734375	3829.083251953125	607626.3125	45949.0
ilp70	1.0	38210.75	113.0	38210.75	113.0
ilp71	4.0	28359.13671875	45.5	113436.546875	182.0
ilp72	1.0	19960.7890625	9.0	19960.7890625	9.0
ilp73	2.0	29163.63671875	17.5	58327.2734375	35.0
ilp74	17.0	275724.4375	3691.2353515625	4687315.5	62751.0
ilp75	4.0	66483.40625	3934.75	265933.625	15739.0
ilp78	32.0	129983.953125	3394.90625	4159486.5	108637.0
ilp89	2.0	18711.3359375	7.0	37422.671875	14.0
ilp90	7.0	37614.05078125	26.285715103149414	263298.34375	184.0
ilp91	4.0	90980.6328125	24.0	363922.53125	96.0
ilp93	1.0	19431.4453125	5.0	19431.4453125	5.0
ilp97	1.0	33199.5	138.0	33199.5	138.0
ilp101	2.0	9816.6015625	11.0	19633.203125	22.0
ilp112	1.0	92583.5	247.0	92583.5	247.0
ilp116	9.0	43195.9921875	50.22222137451172	388763.9375	452.0
ilp120	4.0	38564.47265625	3889.0	154257.890625	15556.0
ilp121	8.0	157320.21875	143.25	1258561.75	1146.0
ilp128	2.0	21513.00390625	43.5	43026.0078125	87.0
ilp136	2.0	41899.42578125	36.0	83798.8515625	72.0
ilp140	24.0	118791.5546875	3828.5	2850997.25	91884.0
ilp144	3.0	65326.0	1402.3333740234375	195978.0	4207.0
ilp155	2.0	8580.7421875	39.5	17161.484375	79.0
ilp160	10.0	21208.58984375	10.0	212085.890625	100.0
ilp161	5.0	27429.3125	27.200000762939453	137146.5625	136.0
ilp162	4.0	26626.54296875	14.25	106506.171875	57.0
ilp163	5.0	32516.04296875	77.5999984741211	162580.21875	388.0
ilp165	1.0	38208.02734375	316.0	38208.02734375	316.0
ilp166	9.0	53253.7578125	26.11111068725586	479283.8125	235.0
ilp167	5.0	87754.328125	8.199999809265137	438771.65625	41.0
ilp168	5.0	23566.92578125	14.399999618530273	117834.6328125	72.0
ilp169	8.0	57493.515625	19.5	459948.125	156.0
ilp170	15.0	38797.08203125	1853.2667236328125	581956.25	27799.0
ilp171	2.0	24335.525390625	90.5	48671.05078125	181.0
ilp172	17.0	58778.85546875	29.058822631835938	999240.5625	494.0
ilp173	2.0	44581.125	70.5	89162.25	141.0
ilp174	1.0	52232.57421875	32.0	52232.57421875	32.0
ilp175	9.0	24642.5625	40.33333206176758	221783.0625	363.0
ilp176	2.0	34717.5703125	88.5	69435.140625	177.0
ilp177	7.0	31924.576171875	69.28571319580078	223472.03125	485.0
ilp178	2.0	140897.0	22.5	281794.0	45.0
ilp180	8.0	40006.62109375	95.25	320052.96875	762.0
ilp181	4.0	21056.154296875	9.5	84224.6171875	38.0
ilp183	10.0	33085.0234375	29.799999237060547	330850.21875	298.0
ilp184	1.0	22381.84765625	61.0	22381.84765625	61.0
ilp185	1.0	53034.15625	70.0	53034.15625	70.0
ilp187	5.0	28525.61328125	735.4000244140625	142628.0625	3677.0
ilp188	2.0	47366.4609375	24.5	94732.921875	49.0
ilp190	15.0	33941.66796875	1343.5999755859375	509125.0	20154.0
ilp191	2.0	44317.171875	17.5	88634.34375	35.0
ilp193	1.0	16960.78125	8.0	16960.78125	8.0
ilp194	6.0	36122.69140625	98.5	216736.140625	591.0
ilp195	6.0	40939.79296875	68.66666412353516	245638.75	412.0
ilp196	2.0	38408.39453125	75.0	76816.7890625	150.0
ilp198	4.0	44519.28515625	87.75	178077.140625	351.0
ilp199	4.0	44411.28515625	39.75	177645.140625	159.0
ilp200	3.0	16716.59375	7.333333492279053	50149.78125	22.0
ilp202	3.0	35497.203125	84.33333587646484	106491.609375	253.0
ilp203	2.0	33508.9140625	24.5	67017.828125	49.0
ilp204	4.0	27282.99609375	27.5	109131.984375	110.0
ilp206	4.0	52229.6171875	23.75	208918.46875	95.0
ilp208	1.0	30179.1875	30.0	30179.1875	30.0
ilp209	2.0	30783.6015625	20.5	61567.203125	41.0
ilp211	1.0	46702.890625	94.0	46702.890625	94.0
ilp212	1.0	49948.75	258.0	49948.75	258.0
ilp214	1.0	41712.890625	33.0	41712.890625	33.0
ilp218	5.0	24710.623046875	28.600000381469727	123553.1171875	143.0
ilp219	6.0	34356.44140625	726.6666870117188	206138.640625	4360.0
ilp220	3.0	41726.125	1387.6666259765625	125178.375	4163.0
ilp224	4.0	35057.21484375	27.75	140228.859375	111.0
ilp225	13.0	40984.328125	2738.0	532796.25	35594.0
ilp226	1.0	18004.6015625	38.0	18004.6015625	38.0
ilp227	7.0	46024.46484375	27.285715103149414	322171.25	191.0
ilp228	3.0	44304.54296875	41.0	132913.625	123.0
ilp230	4.0	39217.88671875	54.0	156871.546875	216.0
ilp232	3.0	48549.39453125	83.0	145648.1875	249.0
ilp233	1.0	11665.390625	11.0	11665.390625	11.0
ilp241	3.0	11382.4091796875	5.666666507720947	34147.2265625	17.0
ilp243	1.0	19603.6796875	25.0	19603.6796875	25.0
ilp244	2.0	46117.6171875	9.5	92235.234375	19.0
ilp245	2.0	25071.45703125	13.0	50142.9140625	26.0
ilp247	18.0	59441.046875	3839.666748046875	1069938.875	69114.0
ilp248	4.0	78623.734375	1059.25	314494.9375	4237.0
ilp250	3.0	21866.9375	25.33333396911621	65600.8125	76.0
ilp251	2.0	44839.17578125	177.5	89678.3515625	355.0
ilp252	1.0	40460.8125	173.0	40460.8125	173.0
ilp253	4.0	53422.859375	68.75	213691.4375	275.0
ilp260	4.0	28420.6015625	3011.0	113682.40625	12044.0
ilp261	1.0	130071.0	32.0	130071.0	32.0
ilp262	1.0	37925.05859375	177.0	37925.05859375	177.0
ilp265	4.0	58830.31640625	3873.0	235321.265625	15492.0
ilp270	1.0	105259.5625	158.0	105259.5625	158.0
ilp271	2.0	20072.06640625	45.0	40144.1328125	90.0
ilp273	1.0	25948.5625	47.0	25948.5625	47.0
ilp278	7.0	126567.1015625	135.85714721679688	885969.6875	951.0
ilp280	1.0	40671.4375	25.0	40671.4375	25.0
ilp281	2.0	62476.71875	116.0	124953.4375	232.0
ilp287	3.0	42170.234375	3772.333251953125	126510.703125	11317.0
ilp289	2.0	38870.3125	3926.0	77740.625	7852.0
ilp290	1.0	54548.3671875	41.0	54548.3671875	41.0
ilp292	23.0	96737.3125	1650.3043212890625	2224958.25	37957.0
ilp294	3.0	167530.671875	3663.0	502592.0	10989.0
ilp295	1.0	43613.21875	3927.0	43613.21875	3927.0
ilp310	1.0	24939.390625	53.0	24939.390625	53.0
ilp317	2.0	22679.54296875	78.0	45359.0859375	156.0
ilp321	7.0	74130.046875	253.42857360839844	518910.3125	1774.0
ilp328	1.0	33057.4296875	32.0	33057.4296875	32.0
ilp331	2.0	48547.0859375	1046.0	97094.171875	2092.0
ilp332	4.0	36946.734375	1014.0	147786.9375	4056.0
ilp333	2.0	34723.9921875	39.0	69447.984375	78.0
ilp345	2.0	46878.1953125	3835.0	93756.390625	7670.0
ilp365	4.0	26073.6484375	24.0	104294.59375	96.0
ilp366	1.0	66242.75	42.0	66242.75	42.0
ilp367	1.0	27383.01171875	11.0	27383.01171875	11.0
ilp370	6.0	30363.041015625	20.5	182178.25	123.0
ilp371	2.0	16237.076171875	21.0	32474.15234375	42.0
ilp372	1.0	35932.4375	72.0	35932.4375	72.0
ilp373	2.0	95427.8203125	24.0	190855.640625	48.0
ilp376	4.0	63151.734375	99.0	252606.9375	396.0
ilp377	2.0	35318.73828125	24.5	70637.4765625	49.0
ilp379	1.0	30255.0625	6.0	30255.0625	6.0
ilp382	9.0	30588.072265625	36.11111068725586	275292.65625	325.0
ilp383	1.0	43546.8828125	53.0	43546.8828125	53.0
ilp384	1.0	28838.37109375	59.0	28838.37109375	59.0
ilp387	4.0	42903.59765625	2891.0	171614.390625	11564.0
ilp394	2.0	89863.640625	91.0	179727.28125	182.0
ilp395	1.0	26868.24609375	32.0	26868.24609375	32.0
ilp405	2.0	41965.4765625	3849.0	83930.953125	7698.0
ilp407	3.0	69832.8359375	3806.666748046875	209498.5	11420.0
ilp420	3.0	48242.47265625	35.33333206176758	144727.421875	106.0
ilp421	9.0	44587.6640625	130.0	401288.96875	1170.0
ilp430	1.0	27355.46484375	3897.0	27355.46484375	3897.0
ilp436	2.0	94806.3125	3672.0	189612.625	7344.0
ilp449	11.0	107347.7734375	3859.0	1180825.5	42449.0
ilp450	1.0	41447.53125	3897.0	41447.53125	3897.0
ilp460	2.0	57931.80078125	2351.0	115863.6015625	4702.0
ilp461	7.0	42283.54296875	3922.428466796875	295984.8125	27457.0
ilp463	1.0	13125.0498046875	21.0	13125.0498046875	21.0
ilp464	2.0	30857.21875	17.5	61714.4375	35.0
ilp466	2.0	41124.48046875	266.5	82248.9609375	533.0
ilp468	2.0	16447.70703125	18.0	32895.4140625	36.0
ilp469	3.0	29531.244140625	11.666666984558105	88593.734375	35.0
ilp471	1.0	40686.42578125	22.0	40686.42578125	22.0
ilp472	2.0	30814.5234375	3758.0	61629.046875	7516.0
ilp473	1.0	54499.015625	24.0	54499.015625	24.0
ilp474	1.0	24514.986328125	3907.0	24514.986328125	3907.0
ilp476	7.0	41310.04296875	18.714284896850586	289170.3125	131.0
ilp482	2.0	31315.109375	3861.0	62630.21875	7722.0
ilp484	6.0	47115.25	31.83333396911621	282691.5	191.0
ilp485	7.0	69475.9296875	875.1428833007812	486331.5	6126.0
ilp491	4.0	65477.15625	94.75	261908.625	379.0
ilp493	1.0	22184.69921875	23.0	22184.69921875	23.0
ilp495	1.0	50963.24609375	94.0	50963.24609375	94.0
ilp496	3.0	67730.03125	107.0	203190.09375	321.0
ilp497	1.0	22355.75	75.0	22355.75	75.0
ilp498	1.0	85930.921875	15.0	85930.921875	15.0
ilp499	2.0	38703.1328125	12.0	77406.265625	24.0
ilp500	3.0	10832.7763671875	16.66666603088379	32498.328125	50.0
ilp501	1.0	22735.267578125	35.0	22735.267578125	35.0
ilp508	1.0	40693.5625	139.0	40693.5625	139.0
ilp509	1.0	66717.484375	144.0	66717.484375	144.0
ilp510	1.0	77021.0	259.0	77021.0	259.0
ilp511	2.0	35787.328125	3786.0	71574.65625	7572.0
ilp513	1.0	19462.796875	3816.0	19462.796875	3816.0
ilp516	3.0	73314.6640625	179.0	219944.0	537.0
ilp521	3.0	21799.427734375	3897.333251953125	65398.28125	11692.0
ilp524	1.0	45509.5703125	3959.0	45509.5703125	3959.0
ilp525	1.0	28911.0546875	112.0	28911.0546875	112.0
ilp527	3.0	35322.96484375	79.66666412353516	105968.890625	239.0
ilp528	1.0	76605.09375	65.0	76605.09375	65.0
ilp529	7.0	70903.4921875	1287.142822265625	496324.4375	9010.0
ilp530	1.0	20428.46875	6.0	20428.46875	6.0
ilp532	2.0	45519.390625	1890.5	91038.78125	3781.0
ilp533	1.0	26222.30078125	21.0	26222.30078125	21.0
ilp534	3.0	29910.7421875	26.0	89732.2265625	78.0
ilp536	5.0	29915.728515625	3009.800048828125	149578.640625	15049.0
ilp537	2.0	55324.078125	339.0	110648.15625	678.0
ilp538	4.0	51172.91015625	44.0	204691.640625	176.0
ilp541	1.0	69954.25	183.0	69954.25	183.0
ilp543	2.0	19945.4296875	23.5	39890.859375	47.0
ilp545	2.0	17814.05859375	7.5	35628.1171875	15.0
ilp548	1.0	10069.5986328125	8.0	10069.5986328125	8.0
ilp550	1.0	15652.744140625	12.0	15652.744140625	12.0
ilp552	1.0	73277.875	33.0	73277.875	33.0
ilp553	8.0	41250.390625	83.125	330003.125	665.0
ilp555	2.0	27540.39453125	35.0	55080.7890625	70.0
ilp556	2.0	19495.171875	15.0	38990.34375	30.0
ilp560	22.0	65043.421875	3841.54541015625	1430955.25	84514.0
ilp564	1.0	25611.02734375	63.0	25611.02734375	63.0
ilp571	1.0	39038.4765625	3557.0	39038.4765625	3557.0
ilp581	14.0	65075.14453125	702.1428833007812	911052.0	9830.0
ilp582	5.0	38923.25390625	955.2000122070312	194616.265625	4776.0
ilp583	7.0	170664.28125	26.714284896850586	1194650.0	187.0
ilp584	3.0	36039.76953125	58.66666793823242	108119.3125	176.0
ilp585	1.0	83356.25	36.0	83356.25	36.0
ilp588	2.0	29128.1875	15.5	58256.375	31.0
ilp589	1.0	50817.46875	3719.0	50817.46875	3719.0
ilp590	9.0	98941.5234375	3625.111083984375	890473.6875	32626.0
ilp591	1.0	24990.8125	23.0	24990.8125	23.0
ilp593	1.0	778.48046875	9.0	778.48046875	9.0
ilp596	4.0	103019.6484375	3718.25	412078.59375	14873.0
ilp597	20.0	127372.203125	3521.449951171875	2547444.0	70429.0
ilp598	1.0	69810.5	242.0	69810.5	242.0
ilp601	1.0	45637.875	248.0	45637.875	248.0
ilp604	1.0	19874.224609375	30.0	19874.224609375	30.0
ilp608	7.0	75872.3125	140.0	531106.1875	980.0
ilp609	4.0	62487.109375	1875.25	249948.4375	7501.0
ilp610	3.0	59789.62109375	1615.3333740234375	179368.859375	4846.0
ilp612	5.0	36501.2421875	63.400001525878906	182506.21875	317.0
ilp613	3.0	36314.16796875	80.0	108942.5	240.0
ilp614	1.0	64544.96875	27.0	64544.96875	27.0
ilp615	2.0	22611.1875	83.5	45222.375	167.0
ilp616	6.0	31729.341796875	3921.0	190376.046875	23526.0
ilp620	3.0	12487.078125	18.33333396911621	37461.234375	55.0
ilp621	7.0	45552.98828125	3154.0	318870.90625	22078.0
ilp624	3.0	29418.953125	2594.333251953125	88256.859375	7783.0
ilp632	4.0	33866.0	92.0	135464.0	368.0
ilp633	1.0	71664.765625	145.0	71664.765625	145.0
ilp634	3.0	112823.0	247.3333282470703	338469.0	742.0
ilp636	1.0	52712.890625	3936.0	52712.890625	3936.0
ilp637	5.0	57265.26171875	2857.39990234375	286326.3125	14287.0
ilp640	7.0	117448.25	1914.4285888671875	822137.75	13401.0
ilp647	3.0	42159.01171875	961.3333129882812	126477.03125	2884.0
ilp655	1.0	57206.4375	3843.0	57206.4375	3843.0
ilp696	1.0	34342.7421875	3928.0	34342.7421875	3928.0
ilp698	3.0	64312.79296875	364.6666564941406	192938.375	1094.0
ilp700	1.0	22297.41796875	7.0	22297.41796875	7.0
ilp703	1.0	38341.359375	70.0	38341.359375	70.0
ilp704	1.0	6825.7626953125	10.0	6825.7626953125	10.0
ilp708	4.0	38881.0078125	105.25	155524.03125	421.0
ilp712	1.0	12670.921875	23.0	12670.921875	23.0
ilp713	1.0	20446.26953125	13.0	20446.26953125	13.0
ilp717	1.0	27388.6796875	19.0	27388.6796875	19.0
ilp718	2.0	39480.64453125	165.5	78961.2890625	331.0
ilp719	3.0	20095.466796875	22.66666603088379	60286.40234375	68.0
ilp720	1.0	34160.19921875	24.0	34160.19921875	24.0
ilp721	20.0	70603.4765625	3672.199951171875	1412069.5	73444.0
ilp722	5.0	31634.69921875	2309.60009765625	158173.5	11548.0
ilp724	1.0	51942.1484375	22.0	51942.1484375	22.0
ilp728	1.0	12467.9375	13.0	12467.9375	13.0
ilp729	1.0	74469.5625	30.0	74469.5625	30.0
ilp730	1.0	46706.703125	17.0	46706.703125	17.0
ilp732	1.0	31579.369140625	81.0	31579.369140625	81.0
ilp740	1.0	57989.078125	1448.0	57989.078125	1448.0
ilp741	1.0	29073.30859375	3663.0	29073.30859375	3663.0
ilp742	2.0	54752.765625	141.0	109505.53125	282.0
ilp744	3.0	55407.85546875	3802.0	166223.5625	11406.0
ilp757	3.0	43482.72265625	131.6666717529297	130448.1640625	395.0
ilp758	3.0	49439.23046875	2543.0	148317.6875	7629.0
ilp803	6.0	47026.07421875	3893.666748046875	282156.4375	23362.0
ilp806	3.0	38253.05078125	31.33333396911621	114759.1484375	94.0
ilp809	5.0	32159.10546875	3895.0	160795.53125	19475.0
ilp811	1.0	32634.41015625	27.0	32634.41015625	27.0
ilp816	9.0	57184.7265625	2893.888916015625	514662.53125	26045.0
ilp817	1.0	54278.1484375	115.0	54278.1484375	115.0
ilp823	7.0	90585.171875	3618.142822265625	634096.1875	25327.0
ilp824	7.0	52700.46484375	3854.142822265625	368903.25	26979.0
ilp835	5.0	63427.3046875	2134.60009765625	317136.53125	10673.0
ilp837	14.0	60407.5234375	3819.28564453125	845705.3125	53470.0
ilp838	3.0	34752.33203125	74.0	104257.0	222.0
ilp843	4.0	69283.015625	2079.75	277132.0625	8319.0
ilp844	2.0	28389.654296875	3879.0	56779.30859375	7758.0
ilp851	2.0	31493.359375	3945.0	62986.71875	7890.0
ilp854	1.0	18632.1171875	59.0	18632.1171875	59.0
ilp859	1.0	56195.90234375	69.0	56195.90234375	69.0
ilp862	3.0	28756.947265625	48.0	86270.84375	144.0
ilp865	3.0	39158.89453125	1396.3333740234375	117476.6875	4189.0
ilp871	6.0	61865.87109375	85.66666412353516	371195.21875	514.0
ilp873	2.0	22849.0390625	16.0	45698.078125	32.0
ilp874	1.0	35234.8515625	86.0	35234.8515625	86.0
ilp875	5.0	94460.890625	753.4000244140625	472304.4375	3767.0
ilp876	4.0	51256.171875	3715.0	205024.6875	14860.0
ilp878	1.0	63596.6796875	42.0	63596.6796875	42.0
ilp880	3.0	58255.234375	46.66666793823242	174765.703125	140.0
ilp882	2.0	17153.44921875	1934.0	34306.8984375	3868.0
ilp884	3.0	24198.375	3877.0	72595.125	11631.0
ilp887	4.0	56160.59375	348.5	224642.375	1394.0
ilp889	2.0	51464.84375	84.5	102929.6875	169.0
ilp890	3.0	49079.34375	139.6666717529297	147238.03125	419.0
ilp897	3.0	37965.96484375	3878.666748046875	113897.890625	11636.0
ilp898	2.0	41646.8828125	282.0	83293.765625	564.0
ilp900	2.0	31634.05859375	3946.5	63268.1171875	7893.0
ilp905	1.0	4293.1171875	14.0	4293.1171875	14.0
ilp916	4.0	36700.3203125	1264.5	146801.28125	5058.0
ilp967	1.0	50052.875	137.0	50052.875	137.0
ilp970	1.0	11532.27734375	50.0	11532.27734375	50.0
ilp971	4.0	44710.9921875	1828.25	178843.96875	7313.0
ilp973	1.0	60551.0	273.0	60551.0	273.0
ilp977	4.0	51006.9375	967.25	204027.75	3869.0
ilp979	2.0	53182.4140625	89.0	106364.828125	178.0
ilp980	1.0	67044.0	153.0	67044.0	153.0
ilp984	1.0	77751.0	3810.0	77751.0	3810.0
ilp988	4.0	44212.70703125	90.5	176850.828125	362.0
ilp992	1.0	52583.40625	89.0	52583.40625	89.0
ilp994	2.0	71608.6875	3875.5	143217.375	7751.0
ilp999	4.0	41841.7109375	3884.75	167366.84375	15539.0
ilp1010	2.0	35799.546875	2476.0	71599.09375	4952.0
ilp1011	2.0	86059.1640625	515.0	172118.328125	1030.0
ilp1013	3.0	26975.625	39.0	80926.875	117.0
ilp1014	5.0	66086.2421875	789.2000122070312	330431.21875	3946.0
ilp1015	2.0	19680.49609375	38.0	39360.9921875	76.0
ilp1016	1.0	19112.98046875	68.0	19112.98046875	68.0
ilp1018	1.0	100164.03125	9.0	100164.03125	9.0
ilp1022	4.0	52503.3046875	25.0	210013.21875	100.0
ilp1023	1.0	21603.494140625	17.0	21603.494140625	17.0
ilp1024	2.0	25199.13671875	91.5	50398.2734375	183.0
ilp1026	1.0	37394.84765625	3806.0	37394.84765625	3806.0
ilp1027	1.0	28194.69921875	43.0	28194.69921875	43.0
ilp1031	1.0	35276.53125	13.0	35276.53125	13.0
ilp1036	1.0	21275.294921875	20.0	21275.294921875	20.0
ilp1038	3.0	32078.34375	32.66666793823242	96235.03125	98.0
ilp1039	1.0	177226.0	252.0	177226.0	252.0
ilp1040	4.0	55073.09375	56.5	220292.375	226.0
ilp1042	2.0	18639.150390625	10.0	37278.30078125	20.0
