Feature	weight	gain	cover	total_gain	total_cover
ilp1	48.0	4740.41357421875	3.25	227539.859375	156.0
ilp5	2.0	2599.69677734375	132.0	5199.3935546875	264.0
ilp9	2.0	9488.85546875	1455.5	18977.7109375	2911.0
ilp10	1.0	783.8751831054688	5.0	783.8751831054688	5.0
ilp14	19.0	8923.41796875	9.684210777282715	169544.9375	184.0
ilp15	8.0	1727.197509765625	4.875	13817.580078125	39.0
ilp20	16.0	5864.41357421875	5.8125	93830.6171875	93.0
ilp21	12.0	4408.69970703125	1238.8333740234375	52904.3984375	14866.0
ilp22	4.0	3421.626708984375	5.75	13686.5068359375	23.0
ilp23	6.0	3956.3671875	54.5	23738.203125	327.0
ilp24	9.0	3689.0615234375	424.3333435058594	33201.5546875	3819.0
ilp25	6.0	5130.1904296875	3832.833251953125	30781.142578125	22997.0
ilp26	23.0	17352.736328125	12.565217018127441	399112.9375	289.0
ilp27	25.0	7756.2001953125	378.4800109863281	193905.0	9462.0
ilp28	11.0	6927.95263671875	1040.1817626953125	76207.4765625	11442.0
ilp29	3.0	7592.94775390625	7.333333492279053	22778.84375	22.0
ilp30	6.0	5327.8984375	22.83333396911621	31967.390625	137.0
ilp31	11.0	3773.57666015625	56.727272033691406	41509.34375	624.0
ilp32	2.0	8256.220703125	9.0	16512.44140625	18.0
ilp33	10.0	4687.96826171875	17.5	46879.68359375	175.0
ilp34	9.0	3114.230224609375	9.666666984558105	28028.072265625	87.0
ilp35	8.0	4397.73388671875	10.625	35181.87109375	85.0
ilp36	2.0	5889.39208984375	15.5	11778.7841796875	31.0
ilp39	4.0	9721.3330078125	8.25	38885.33203125	33.0
ilp40	2.0	6847.64306640625	213.5	13695.2861328125	427.0
ilp42	4.0	7954.1142578125	3786.0	31816.45703125	15144.0
ilp44	6.0	5746.693359375	69.5	34480.16015625	417.0
ilp46	7.0	10364.705078125	17.714284896850586	72552.9375	124.0
ilp47	4.0	8200.689453125	9.0	32802.7578125	36.0
ilp48	2.0	10534.6533203125	5.5	21069.306640625	11.0
ilp49	2.0	3569.92041015625	1916.0	7139.8408203125	3832.0
ilp50	2.0	15201.701171875	9.0	30403.40234375	18.0
ilp51	6.0	8180.150390625	12.333333015441895	49080.90234375	74.0
ilp52	3.0	6430.83447265625	52.0	19292.50390625	156.0
ilp53	4.0	4754.54638671875	24.25	19018.185546875	97.0
ilp54	7.0	5650.4296875	2197.142822265625	39553.0078125	15380.0
ilp55	2.0	3989.687744140625	24.5	7979.37548828125	49.0
