Feature	weight	gain	cover	total_gain	total_cover
ilp1	15.0	12457.58984375	3.0	186863.84375	45.0
ilp5	15.0	31839.638671875	39.266666412353516	477594.59375	589.0
ilp14	9.0	15603.7587890625	11.777777671813965	140433.828125	106.0
ilp15	6.0	6846.27880859375	6.833333492279053	41077.671875	41.0
ilp18	8.0	54410.015625	1403.0	435280.125	11224.0
ilp20	21.0	13735.4462890625	53.380950927734375	288444.375	1121.0
ilp21	6.0	28514.3515625	13.666666984558105	171086.109375	82.0
ilp22	9.0	15177.9638671875	21.66666603088379	136601.671875	195.0
ilp23	13.0	26081.33203125	214.46153259277344	339057.3125	2788.0
ilp24	12.0	20850.08203125	9.833333015441895	250200.984375	118.0
ilp25	1.0	7498.5	25.0	7498.5	25.0
ilp26	7.0	8993.6181640625	5.5714287757873535	62955.328125	39.0
ilp27	12.0	46882.66015625	277.6666564941406	562591.9375	3332.0
ilp28	7.0	32809.7734375	21.571428298950195	229668.421875	151.0
ilp29	3.0	17033.15625	6.0	51099.46875	18.0
ilp30	10.0	26291.958984375	21.200000762939453	262919.59375	212.0
ilp31	9.0	21649.9609375	15.11111068725586	194849.640625	136.0
ilp33	8.0	18619.28515625	81.625	148954.28125	653.0
ilp34	2.0	12962.4814453125	9.5	25924.962890625	19.0
ilp35	6.0	17053.701171875	12.666666984558105	102322.2109375	76.0
ilp36	2.0	17179.3515625	14.5	34358.703125	29.0
ilp39	2.0	27405.87890625	149.0	54811.7578125	298.0
ilp40	4.0	7986.7919921875	13.0	31947.16796875	52.0
ilp41	1.0	35136.359375	3351.0	35136.359375	3351.0
ilp45	1.0	40815.5	3595.0	40815.5	3595.0
ilp46	16.0	27080.98046875	684.75	433295.6875	10956.0
ilp47	2.0	13269.1337890625	6.5	26538.267578125	13.0
ilp48	6.0	12046.9365234375	5.5	72281.6171875	33.0
ilp49	4.0	36723.55078125	1822.25	146894.203125	7289.0
ilp50	15.0	17682.396484375	10.133333206176758	265235.9375	152.0
ilp51	6.0	39022.23046875	31.0	234133.375	186.0
ilp52	3.0	11998.8857421875	10.666666984558105	35996.65625	32.0
ilp53	3.0	23433.802734375	24.66666603088379	70301.40625	74.0
ilp54	23.0	80872.3671875	2491.0	1860064.375	57293.0
ilp55	3.0	34032.91796875	16.33333396911621	102098.75	49.0
ilp56	4.0	30844.724609375	44.75	123378.8984375	179.0
ilp57	3.0	25921.357421875	62.0	77764.0703125	186.0
ilp58	9.0	14966.986328125	17.88888931274414	134702.875	161.0
ilp59	4.0	36884.015625	49.5	147536.0625	198.0
ilp60	2.0	19980.623046875	48.0	39961.24609375	96.0
ilp61	17.0	29146.18359375	55.411766052246094	495485.125	942.0
ilp62	3.0	18001.7421875	22.66666603088379	54005.2265625	68.0
ilp63	5.0	26262.23828125	15.800000190734863	131311.1875	79.0
ilp67	2.0	25083.1953125	3271.0	50166.390625	6542.0
ilp71	1.0	25914.1171875	57.0	25914.1171875	57.0
ilp73	1.0	24978.96484375	28.0	24978.96484375	28.0
ilp74	22.0	94497.1171875	3323.181884765625	2078936.5	73110.0
ilp75	1.0	31222.12890625	38.0	31222.12890625	38.0
ilp78	24.0	60269.82421875	3457.5	1446475.75	82980.0
ilp79	9.0	18906.833984375	19.22222137451172	170161.5	173.0
ilp89	5.0	23790.52734375	10.600000381469727	118952.640625	53.0
ilp90	4.0	29674.701171875	48.0	118698.8046875	192.0
ilp91	2.0	52098.71484375	24.0	104197.4296875	48.0
ilp94	1.0	4982.328125	5.0	4982.328125	5.0
ilp96	1.0	68955.8359375	2488.0	68955.8359375	2488.0
ilp99	2.0	51927.0859375	38.0	103854.171875	76.0
ilp101	1.0	22282.35546875	36.0	22282.35546875	36.0
ilp105	4.0	33524.078125	128.5	134096.3125	514.0
ilp112	3.0	31396.458984375	1497.3333740234375	94189.375	4492.0
ilp114	1.0	18178.28515625	12.0	18178.28515625	12.0
ilp116	2.0	7194.8515625	6.0	14389.703125	12.0
ilp117	2.0	152888.171875	87.5	305776.34375	175.0
ilp118	10.0	38050.93359375	3577.199951171875	380509.34375	35772.0
ilp120	6.0	53846.75	3415.333251953125	323080.5	20492.0
ilp125	3.0	52703.79296875	129.0	158111.375	387.0
ilp128	1.0	12051.6650390625	18.0	12051.6650390625	18.0
ilp138	1.0	25117.35546875	225.0	25117.35546875	225.0
ilp140	3.0	65306.32421875	3569.0	195918.96875	10707.0
ilp141	2.0	25408.681640625	3530.5	50817.36328125	7061.0
ilp153	2.0	21146.1953125	3494.5	42292.390625	6989.0
ilp160	9.0	26878.951171875	19.88888931274414	241910.5625	179.0
